,road_id,road_name
0,200000026,Moore Park Road
1,200011591,Moore Park Road
2,200010531,Moore Park Road
3,200011120,New South Head Road
4,200004223,New South Head Road
5,200000028,
6,200000029,Craigend Street
7,200002032,Cross City Tunnel
8,200008843,Oxford Street
9,200000032,Oxford Street
10,200001679,Western Distributor
11,200000052,Western Distributor
12,200001682,Allen Street Offramp
13,200000053,Western Distributor
14,200000143,Bathurst Street Offramp
15,200006381,Western Distributor
16,200002113,South Dowling Street
17,200000354,Eastern Distributor
18,200000103,South Dowling Street
19,200001623,Western Distributor
20,200000114,
21,200003346,Western Distributor
22,200000117,Boundary Street
23,200000118,Boundary Street
24,200001571,McLachlan Avenue
25,200000123,Eastern Distributor
26,200000654,William Street Exit
27,200007585,Bathurst Street Offramp
28,200002210,Cross City Tunnel
29,200001432,Anzac Parade
30,200001433,Anzac Parade
31,200000262,Duke Street
32,200013952,Henderson Road
33,200008019,Railway Parade
34,200000449,Henderson Road
35,200012432,City West Link
36,200003347,Pyrmont Bridge Road Offramp
37,200005728,Eastern Distributor
38,200000766,Anzac Parade Offramp
39,200005729,Eastern Distributor
40,200000767,Anzac Parade Offramp
41,200000768,Moore Park Road Offramp
42,200004010,Moore Park Road Offramp
43,200004012,Moore Park Road Offramp
44,200001152,Harbour Street
45,200012426,Harbour Street
46,200009820,William Street
47,200001178,William Street
48,200006193,William Street
49,200001255,Cross City Tunnel
50,200008126,Cross City Tunnel
51,200012361,Eastern Distributor Offramp
52,200002208,William Street Offramp
53,200012615,William Street Offramp
54,200001256,Cross City Tunnel Onramp
55,200012303,Cross City Tunnel
56,200010673,Druitt Street
57,200001448,Druitt Street
58,200020115,Druitt Street
59,200006125,Western Distributor
60,200001487,King Street Offramp
61,200002036,Oxford Street
62,200011054,Oxford Street
63,200001594,Ocean Street
64,200011833,William Street
65,200001637,William Street
66,200006889,
67,200013297,Bedwin Road
68,200001640,Edinburgh Road
69,200009238,Bedwin Road
70,200001683,Western Distributor
71,200005657,Western Distributor
72,200011121,Cross City Tunnel
73,200001684,Western Distributor Onramp
74,200008847,Bathurst Street Offramp
75,200005555,Southern Cross Drive
76,200009990,Southern Cross Drive
77,200002112,Link Road
78,200002977,Eastern Distributor
79,200002162,South Dowling Street Exit
80,200006810,Alison Road
81,200009375,Alison Road
82,200002204,
83,200005727,Eastern Distributor
84,200002522,
85,200007402,Wilson Street
86,200015157,
87,200007401,Elizabeth Street
88,200010298,Elizabeth Street
89,200002546,Devonshire Street
90,200002964,City West Link
91,200011963,City West Link
92,200006101,
93,200006100,
94,200009510,South Dowling Street
95,200005565,South Dowling Street
96,200003424,Eastern Distributor Onramp
97,200006588,Elizabeth Street
98,200006589,Elizabeth Street
99,200004580,
100,200007294,Gibbons Street
101,200005736,Regent Street
102,200005296,
103,200012019,Western Distributor
104,200010365,Western Distributor
105,200005496,Fig Street Offramp
106,200012707,Harris Street
107,200005508,Harris Street
108,200020954,Harris Street
109,200005828,Jersey Road
110,200010681,Jersey Road
111,200017672,Jersey Road
112,200005906,The Crescent
113,200011630,City West Link
114,200011957,The Crescent
115,200008048,Bayswater Road
116,200006194,Bayswater Road
117,200006359,Neild Avenue
118,200009370,Alison Road
119,200012521,Alison Road
120,200006528,Tay Street
121,200011515,Wattle Street
122,200007218,Wattle Street
123,200013422,Wattle Street
124,200008084,Johnston Street
125,200011631,The Crescent
126,200008197,Elizabeth Street
127,200009684,Elizabeth Street
128,200009685,Albion Street
129,200012018,M8 Motorway Tunnel
130,200008518,M4 East Tunnel
131,200013031,M8 Motorway Tunnel
132,200008844,Bathurst Street
133,200008845,Bathurst Street
134,200019556,Bathurst Street
135,200013330,M8 Motorway Tunnel
136,200011964,M4 East Tunnel
137,200011950,M8 Motorway Tunnel Onramp
138,200013152,M8 Motorway Tunnel
139,200013034,M8 Motorway Tunnel
140,200011951,M8 Motorway Tunnel
141,200013325,City West Link Offramp
142,200012323,Bourke Street
143,200012324,Bourke Street
144,200012322,Devonshire Street
145,200012825,Parramatta Road
146,200012826,Parramatta Road
147,200012923,Balmain Road
148,200015773,Glebe Point Road
149,200003345,Glebe Point Road
150,200018339,Burton Street
151,200006892,Burton Street
152,200007821,West Street
153,200018948,West Street
154,200020653,Ultimo Road
155,200012080,Ultimo Road
156,200021178,George Street
157,200013258,George Street
158,200001806,Park Street
159,200000021,William Street
160,200014916,College Street
161,200011113,College Street
162,200014762,Park Street
163,200002069,College Street
164,200020292,College Street
165,200006598,William Street
166,200013745,Railway Terrace
167,200008430,McEvoy Street
168,200013062,McEvoy Street
169,200013080,Botany Road
170,200013751,Botany Road
171,200019330,McEvoy Street
172,200013079,Botany Road
173,200021103,McEvoy Street
174,200000047,Botany Road
175,200020555,Booth Street
176,200000057,Mallett Street
177,200020632,Pyrmont Bridge Road
178,200006316,Pyrmont Bridge Road
179,200011817,Booth Street
180,200013754,Mallett Street
181,200012034,Pyrmont Bridge Road
182,200017975,Pyrmont Bridge Road
183,200000104,Balfour Road
184,200000105,Balfour Road
185,200009366,Todman Avenue
186,200018083,Todman Avenue
187,200013784,Balfour Road
188,200013785,Balfour Road
189,200006483,Todman Avenue
190,200019693,Todman Avenue
191,200003932,Duke Street
192,200003933,Duke Street
193,200012679,Balfour Road
194,200016181,Duke Street
195,200020943,Balfour Road
196,200016182,Duke Street
197,200001524,Parramatta Road
198,200020573,Young Street
199,200002244,Percival Road
200,200002323,Parramatta Road
201,200008089,Parramatta Road
202,200011861,Young Street
203,200015004,Percival Road
204,200000116,Moncur Street
205,200006592,Moncur Street
206,200020529,Queen Street
207,200006596,Queen Street
208,200013788,Moncur Street
209,200018143,Moncur Street
210,200018147,Queen Street
211,200011757,Queen Street
212,200007610,Liverpool Street
213,200000448,Oxford Street
214,200016389,Wentworth Avenue
215,200002198,Liverpool Street
216,200013951,Oxford Street
217,200004197,Wentworth Avenue
218,200012484,Crown Street
219,200002014,Crown Street
220,200006575,Oxford Street
221,200020855,Crown Street
222,200018130,Oxford Street
223,200014893,Crown Street
224,200018082,Botany Road
225,200009587,City West Link
226,200003020,City West Link
227,200020871,Norton Street
228,200020492,Norton Street
229,200009589,City West Link
230,200000518,City West Link
231,200012502,Norton Street
232,200011562,Norton Street
233,200004075,Carrington Road
234,200007409,Victoria Road
235,200007410,Marrickville Road
236,200010019,Marrickville Road
237,200018698,Marrickville Road
238,200018697,Victoria Road
239,200016662,Birrell Street
240,200010709,Anzac Parade
241,200001435,Todman Avenue
242,200014680,Todman Avenue
243,200006485,Anzac Parade
244,200007405,Anzac Parade
245,200014559,Todman Avenue
246,200001697,Todman Avenue
247,200003019,Dobroyd Parade
248,200006890,Marrickville Road
249,200016567,Livingstone Road
250,200018338,Marrickville Road
251,200017502,Livingstone Road
252,200014199,Marrickville Road
253,200004444,Livingstone Road
254,200005974,Wardell Road
255,200001142,Wardell Road
256,200011458,Frazer Street
257,200014380,Wardell Road
258,200020473,Frazer Street
259,200001380,Johnston Street
260,200001165,Northumberland Avenue
261,200009303,Parramatta Road
262,200014533,Johnston Street
263,200007296,Parramatta Road
264,200014399,Northumberland Avenue
265,200016044,Frenchmans Road
266,200001712,Cowper Street
267,200019751,Avoca Street
268,200013622,Avoca Street
269,200014692,Cowper Street
270,200021342,Avoca Street
271,200009963,Avoca Street
272,200002811,Anzac Parade
273,200001425,Anzac Parade
274,200012519,Dacey Avenue
275,200007403,Alison Road
276,200007404,Anzac Parade
277,200012520,Dacey Avenue
278,200011990,Anzac Parade
279,200001470,Darley Road
280,200021345,York Road
281,200001522,Mallett Street
282,200006318,Parramatta Road
283,200006317,Parramatta Road
284,200012810,Parramatta Road
285,200014612,Mallett Street
286,200010327,Parramatta Road
287,200010003,Cleveland Street
288,200005651,Cleveland Street
289,200020853,Crown Street
290,200011982,Baptist Street
291,200019772,Cleveland Street
292,200017577,Cleveland Street
293,200012482,Crown Street
294,200020621,Baptist Street
295,200002694,Darling Street
296,200005923,William Street
297,200001805,William Street
298,200006893,Crown Street
299,200014960,Crown Street
300,200005661,William Street
301,200006901,William Street
302,200018340,Crown Street
303,200002161,Crown Street
304,200014918,Park Street
305,200004418,Elizabeth Street
306,200019205,Elizabeth Street
307,200002072,Park Street
308,200008223,Elizabeth Street
309,200016553,Elizabeth Street
310,200005659,Alison Road
311,200000063,Clovelly Road
312,200014900,Avoca Street
313,200002046,Burton Street
314,200020854,Crown Street
315,200014907,Burton Street
316,200012483,Crown Street
317,200003703,Todman Avenue
318,200001856,O'Dea Avenue
319,200012236,South Dowling Street
320,200005052,South Dowling Street
321,200002223,Todman Avenue
322,200014798,O'Dea Avenue
323,200011793,South Dowling Street
324,200002754,Marion Street
325,200009348,Marion Street
326,200020870,Norton Street
327,200012316,Norton Street
328,200019687,Marion Street
329,200020745,Norton Street
330,200012501,Norton Street
331,200002767,Stanmore Road
332,200002768,New Canterbury Road
333,200021041,Shaw Street
334,200005402,Crystal Street
335,200015296,Stanmore Road
336,200012893,Shaw Street
337,200015297,New Canterbury Road
338,200017399,Crystal Street
339,200011802,New Canterbury Road
340,200012947,Gordon Street
341,200020547,Livingstone Road
342,200020546,New Canterbury Road
343,200011803,Livingstone Road
344,200021072,Gordon Street
345,200006170,Elizabeth Street
346,200002810,Elizabeth Street
347,200005563,Goulburn Street
348,200020848,Goulburn Street
349,200017886,Elizabeth Street
350,200015335,Elizabeth Street
351,200017517,Goulburn Street
352,200012477,Goulburn Street
353,200003412,Pitt Street
354,200002943,George Street
355,200008267,Lee Street
356,200015798,Pitt Street
357,200002944,George Street
358,200019238,Lee Street
359,200007794,William Henry Street
360,200003411,Pier Street
361,200008678,Harris Street
362,200010020,Harris Street
363,200018931,William Henry Street
364,200019456,Harris Street
365,200019784,Harris Street
366,200015797,Pier Street
367,200008634,Sydenham Road
368,200003418,Sydenham Road
369,200003419,Victoria Road
370,200019429,Sydenham Road
371,200015800,Victoria Road
372,200015799,Sydenham Road
373,200006463,Johnston Street
374,200006464,Johnston Street
375,200007370,Booth Street
376,200015845,Moore Street
377,200006465,Johnston Street
378,200011816,Johnston Street
379,200003491,Moore Street
380,200018678,Booth Street
381,200003709,Wigram Road
382,200006480,Wigram Road
383,200006481,Minogue Crescent
