Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,Address
0,500000032,2,7,"[(116.41164105732011, 39.84004026627683)]",北京大红门京深海鲜批发市场,"南顶路西侧, 距离光彩路和南顶路交叉口东角500m"
1,500000386,2,7,"[(116.39616828585075, 39.850901826496994)]",大红门,"大红门路西侧, 距离丰海南街和大红门路交叉口西北角350m"
2,500000471,2,7,"[(116.41975186391231, 39.84475826932092)]",首开福茂北区,"石榴庄路西侧, 距离未知路名和石榴庄路交叉口东角200m"
3,500000472,2,7,"[(116.42985979823646, 39.840302402205424)]",宋家庄北区,"南顶路北侧, 距离南四环东路辅路和南顶路交叉口北角900m"
4,500000623,2,7,"[(116.42200271456026, 39.84437787475752)]",宋家庄南区,"石榴庄路东侧, 距离未知路名和石榴庄路交叉口东角250m"
5,500000787,2,7,"[(116.39846420000002, 39.855027449999994)]",木樨园北区,"南三环南侧, 距离未知路名和南三环交叉口东南角100m"
6,500000788,2,7,"[(116.44007758826551, 39.839159861414196)]",华侨城,"成寿寺路西侧, 距离东铁营大街和成寿寺路交叉口南角600m"
7,500000955,2,5,"[(116.39200886600821, 39.85957827230637)]",百荣世贸商城北区,"永定门外大街北侧, 距离未知路名和永定门外大街交叉口西北角50m以内"
8,500000956,2,7,"[(116.39044253591585, 39.859766658186366)]",百荣国际小商品城北区,"永定门外大街北侧, 距离未知路名和永定门外大街交叉口西角100m"
9,500001007,2,7,"[(116.39268945712423, 39.85707294447989)]",,"未知路名北侧, 距离永定门外大街和未知路名交叉口西角50m以内"
10,500001008,2,7,"[(116.39218347213873, 39.85664505328972)]",木樨园南区,"未知路名北侧, 距离未知路名和未知路名交叉口北角50m"
11,500001104,2,7,"[(116.42066396572413, 39.842732791669754)]",宋家庄东区,"宋庄路北侧, 距离未知路名和宋庄路交叉口西南角350m"
12,500001105,2,7,"[(116.44231887230518, 39.840972564002534)]",成寿寺路周边,"成寿寺路南侧, 距离未知路名和成寿寺路交叉口北角600m"
13,500001213,2,7,"[(116.39481254571754, 39.86361119810677)]",北京万朋文化办公用品商城,"沙子口路南侧, 距离南三环中路和沙子口路交叉口西北角1350m"
14,500001214,2,7,"[(116.39007873443727, 39.863249080530856)]",永外城文化用品市场北区,"革新南路南侧, 距离马家堡路和革新南路交叉口东角700m"
15,500001216,2,7,"[(116.3911279445687, 39.863675540927915)]",永外商业区北区,"革新南路东侧, 距离马家堡路和革新南路交叉口东角800m"
16,500001217,2,7,"[(116.38928945573872, 39.86314059547657)]",永外城,"革新南路南侧, 距离马家堡路和革新南路交叉口东角650m"
17,500001786,2,7,"[(116.3793563491284, 39.84303662380115)]",大红门银泰百货南区,"马家堡东路西侧, 距离角门南路和马家堡东路交叉口北角450m"
18,500001787,2,7,"[(116.38842388625342, 39.839386556625655)]",北京市木材厂职工医院区域,"大红门西路东侧, 距离未知路名和大红门西路交叉口西北角700m"
19,500001788,2,7,"[(116.38844585075579, 39.840206751005866)]",,"大红门西路北侧, 距离未知路名和大红门西路交叉口西北角750m"
20,500001798,2,5,"[(116.39742734771025, 39.84036580815227)]",纺织市场,"南苑路东侧, 距离未知路名和南苑路交叉口东角50m"
21,500001799,2,5,"[(116.39699943815633, 39.84244588648332)]",苗圃东里北区,"南苑路东侧, 距离未知路名和南苑路交叉口东北角200m"
22,500001800,2,5,"[(116.39525073394393, 39.84115161756115)]",苗圃东里南区,"南苑路南侧, 距离未知路名和南苑路交叉口东角50m以内"
23,500001802,2,7,"[(116.39386120546638, 39.84135926125386)]",苗圃西里,"角门路南侧, 距离马家堡东路和角门路交叉口东角1100m"
24,500001804,2,7,"[(116.38696078241213, 39.8417304652953)]",建欣苑六里,"角门路南侧, 距离马家堡东路和角门路交叉口东角600m"
25,500001805,2,7,"[(116.38694026367172, 39.83956994449004)]",建欣苑五里,"大红门西路北侧, 距离未知路名和大红门西路交叉口西北角800m"
26,500001806,2,7,"[(116.38988134796661, 39.83992591709999)]",建欣苑社区北区,"大红门西路北侧, 距离未知路名和大红门西路交叉口西北角650m"
27,500001808,2,7,"[(116.38971214878096, 39.84182648294743)]",建欣苑,"角门路南侧, 距离马家堡东路和角门路交叉口东角850m"
28,500001809,2,7,"[(116.39185853269919, 39.840006792737256)]",建欣苑三里北区,"未知路名西侧, 距离海户路和未知路名交叉口西南角500m"
29,500001811,2,7,"[(116.39202214607802, 39.8434888974242)]",临泓路6号院北区,"角门路南侧, 距离马家堡东路和角门路交叉口东角950m"
30,500001813,2,5,"[(116.40046706531813, 39.83888845775204)]",大红门,"未知路名西侧, 距离大红门路和未知路名交叉口西角50m以内"
31,500001814,2,5,"[(116.40063004612136, 39.84132522391377)]",南顶旧货家具电器城南区,"大红门路西侧, 距离未知路名和大红门路交叉口南角300m"
32,500001815,2,5,"[(116.40105600059574, 39.84048054297891)]",大红门,"大红门路西侧, 距离未知路名和大红门路交叉口北角200m"
33,500001816,2,5,"[(116.40123347163913, 39.84135523163355)]",大红门路北区,"大红门路南侧, 距离南顶路和大红门路交叉口西北角100m"
34,500001817,2,7,"[(116.39581043384855, 39.8458601505748)]",大红门国际会展中心,"南苑路南侧, 距离未知路名和南苑路交叉口北角600m"
35,500001818,2,7,"[(116.39329798273421, 39.844310199025564)]",,"南苑路西侧, 距离未知路名和南苑路交叉口北角300m"
36,500001819,2,5,"[(116.38134228905528, 39.8398453211716)]",马家堡,"马家堡东路东侧, 距离角门南路和马家堡东路交叉口东北角100m"
37,500001820,2,-1,"[(116.38145295505933, 39.839198421804845)]",新天地写字楼地下停车场,"大红门西路北侧, 距离未知路名和大红门西路交叉口西角1200m"
38,500001823,2,7,"[(116.39788829222252, 39.846083203065746)]",大红门纺织品市场,"大红门路南侧, 距离未知路名和大红门路交叉口西北角350m"
39,500001824,2,7,"[(116.39696359308796, 39.846828420855)]",,"丰海南街西侧, 距离未知路名和丰海南街交叉口东南角200m"
40,500001825,2,5,"[(116.39849006450258, 39.843848468999305)]",正天兴棉布辅料市场,"未知路名南侧, 距离未知路名和未知路名交叉口东角300m"
41,500001826,2,5,"[(116.39758773649021, 39.84390085761844)]",北京正天兴市场,"未知路名西侧, 距离未知路名和未知路名交叉口东角250m"
42,500001827,2,5,"[(116.39925176102257, 39.844082905532716)]",,"未知路名西侧, 距离大红门路和未知路名交叉口西角50m以内"
43,500001828,2,5,"[(116.39923612652125, 39.84372974830174)]",,"未知路名西侧, 距离未知路名和未知路名交叉口东角400m"
44,500001829,2,5,"[(116.39514796720678, 39.842373696857535)]",,"南苑路南侧, 距离未知路名和南苑路交叉口北角150m"
45,500001830,2,8,"[(116.40612101222975, 39.850176731612414)]",光彩路体育馆周边,"光彩路北侧, 距离未知路名和光彩路交叉口南角800m"
46,500001893,2,7,"[(116.40542807817849, 39.842746573546684)]",南顶村社区,"南顶路北侧, 距离大红门路和南顶路交叉口东北角300m"
47,500001894,2,7,"[(116.40364815844525, 39.84156783292582)]",城市时尚家园,"南顶路东侧, 距离大红门路和南顶路交叉口东北角100m"
48,500001895,2,7,"[(116.40225309526646, 39.841668710859295)]",南顶村北区,"南顶路北侧, 距离大红门路和南顶路交叉口东北角100m"
49,500001896,2,7,"[(116.40317020083747, 39.84317734726329)]",南顶村邮政物业小区,"未知路名南侧, 距离大红门路和未知路名交叉口东南角150m"
50,500001967,2,5,"[(116.44067222567605, 39.85699864735778)]",周家庄北区,"未知路名东侧, 距离成寿寺路和未知路名交叉口东北角200m"
51,500002318,2,7,"[(116.40843640189473, 39.86005361353244)]",中成天坛假日酒店,"定安路北侧, 距离景泰路和定安路交叉口南角450m"
52,500002367,2,7,"[(116.42637697673196, 39.863701605495436)]",芳星园一区北区,"蒲方路南侧, 距离芳古路和蒲方路交叉口东南角150m"
53,500002368,2,7,"[(116.42567680103986, 39.863671002637226)]",芳星园一区,"蒲方路南侧, 距离芳古路和蒲方路交叉口东南角100m"
54,500002369,2,7,"[(116.42708453838364, 39.8637145812488)]",,"蒲方路南侧, 距离芳古路和蒲方路交叉口东角200m"
55,500002799,2,7,"[(116.4177821747895, 39.852187596951204)]",横七条北区,"榴乡路北侧, 距离顺八条和榴乡路交叉口东北角350m"
56,500002975,2,7,"[(116.42094735731533, 39.85816869399433)]",方庄,"南三环东路西侧, 距离未知路名和南三环东路交叉口西角200m"
57,500002976,2,7,"[(116.41923850000002, 39.85940385)]",,"南三环东路西侧, 距离未知路名和南三环东路交叉口西北角350m"
58,500002978,2,7,"[(116.44007700307233, 39.843599759012875)]",成寿寺路北区,"东铁营大街南侧, 距离方庄南路和东铁营大街交叉口东角550m"
59,500002980,2,7,"[(116.40584430000001, 39.86078694999999)]",,"定安路西侧, 距离景泰路和定安路交叉口西南角300m"
60,500002981,2,7,"[(116.42709420000001, 39.85562534999999)]",,"横一条东侧, 距离顺八条和横一条交叉口北角800m"
61,500002982,2,7,"[(116.41974655280106, 39.85943542616052)]",,"南三环东路北侧, 距离未知路名和南三环东路交叉口西北角350m"
62,500002983,2,7,"[(116.43322444196353, 39.85682636828107)]",北京北区,"南三环东路西侧, 距离未知路名和南三环东路交叉口东南角100m"
63,500002984,2,7,"[(116.41365189459054, 39.84307682811613)]",,"榴乡路西侧, 距离未知路名和榴乡路交叉口西南角150m"
64,500002985,2,7,"[(116.41975249683527, 39.85888611905061)]",,"南三环东路北侧, 距离未知路名和南三环东路交叉口西北角350m"
65,500002988,2,8,"[(116.42033201437641, 39.86033163791215)]",中乐六星商圈,"南三环东路北侧, 距离未知路名和南三环东路交叉口西北角300m"
66,500002990,2,7,"[(116.43847100877909, 39.85848682495306)]",方庄,"方庄东路南侧, 距离方庄东路和方庄东路交叉口南角350m"
67,500002991,2,7,"[(116.44209885137262, 39.851087330334124)]",颐方园体育健康城,"成寿寺路北侧, 距离东铁营大街和成寿寺路交叉口北角650m"
68,500002992,2,7,"[(116.42773815000004, 39.85843344999999)]",芳星园三区西区,"南三环东路西侧, 距离未知路名和南三环东路交叉口西角350m"
69,500002994,2,7,"[(116.43416992494896, 39.848523846364074)]",北京市商务委员会,"方庄南路东侧, 距离东铁营大街和方庄南路交叉口北角400m"
70,500002997,2,7,"[(116.4209978781331, 39.857435872198785)]",刘家窑,"南三环东路西侧, 距离未知路名和南三环东路交叉口西角200m"
71,500003001,2,7,"[(116.42386327409115, 39.863306914683626)]",方庄,"芳古路西侧, 距离蒲方路和芳古路交叉口南角50m"
72,500003004,2,7,"[(116.4231715940744, 39.862287316730196)]",方庄,"芳古路西侧, 距离蒲方路和芳古路交叉口西南角150m"
73,500003005,2,7,"[(116.41975978989822, 39.858156889536104)]",方庄地区,"南三环东路北侧, 距离未知路名和南三环东路交叉口西角350m"
74,500003006,2,7,"[(116.4230612549845, 39.86332534125843)]",芳群园二区社区,"芳古路西侧, 距离蒲方路和芳古路交叉口西南角50m"
75,500003007,2,7,"[(116.41910916431245, 39.86368816838885)]",,"蒲芳路西侧, 距离未知路名和蒲芳路交叉口东角300m"
76,500003009,2,7,"[(116.42323045, 39.86280214999999)]",,"芳古路西侧, 距离蒲方路和芳古路交叉口西南角100m"
77,500003010,2,7,"[(116.41941304999999, 39.85980995)]",,"蒲黄榆路东侧, 距离未知路名和蒲黄榆路交叉口东北角350m"
78,500003011,2,7,"[(116.4233504290041, 39.85753862339519)]",方庄,"未知路名西侧, 距离南三环东路和未知路名交叉口西角50m以内"
79,500003012,2,7,"[(116.41902545153914, 39.86034100081899)]",,"蒲黄榆路北侧, 距离未知路名和蒲黄榆路交叉口东北角400m"
80,500003013,2,7,"[(116.42247551781865, 39.857581051377984)]",,"南三环东路西侧, 距离未知路名和南三环东路交叉口西角100m"
81,500003015,2,7,"[(116.42260454521556, 39.85926637231056)]",,"南三环东路北侧, 距离未知路名和南三环东路交叉口西北角100m"
82,500003016,2,7,"[(116.42437577842432, 39.859686486970496)]",方庄,"芳古路西侧, 距离蒲方路和芳古路交叉口南角450m"
83,500003017,2,7,"[(116.42211199211984, 39.859661931083885)]",芳群园四区,"南三环东路北侧, 距离未知路名和南三环东路交叉口西北角150m"
84,500003018,2,7,"[(116.42036717328847, 39.85916378601667)]",芳群园三区西部,"南三环东路西侧, 距离未知路名和南三环东路交叉口西北角250m"
85,500003019,2,7,"[(116.41395059999998, 39.85982905)]",,"蒲黄榆路西侧, 距离未知路名和蒲黄榆路交叉口南角450m"
86,500003022,2,7,"[(116.4234390595068, 39.85807377861068)]",,"南三环东路西侧, 距离未知路名和南三环东路交叉口西北角50m以内"
87,500003023,2,7,"[(116.41770775, 39.85716444999999)]",,"南三环东路东侧, 距离未知路名和南三环东路交叉口西北角50m"
88,500003024,2,7,"[(116.42669844999998, 39.85879289999998)]",,"芳古路东侧, 距离南三环东路和芳古路交叉口东北角150m"
89,500003025,2,7,"[(116.4316151, 39.863344149999996)]",,"方庄路西侧, 距离蒲方路和方庄路交叉口西南角100m"
90,500003026,2,7,"[(116.4253024264658, 39.858762717813505)]",芳群园,"芳古路南侧, 距离蒲方路和芳古路交叉口南角500m"
91,500003027,2,7,"[(116.42779767756286, 39.85938809887723)]",,"芳古路东侧, 距离南三环东路和芳古路交叉口东北角200m"
92,500003028,2,7,"[(116.42442770000001, 39.85849485000001)]",,"芳古路西侧, 距离蒲方路和芳古路交叉口南角600m"
93,500003029,2,7,"[(116.4146368371002, 39.860580226346784)]",,"蒲黄榆路西侧, 距离未知路名和蒲黄榆路交叉口南角400m"
94,500003030,2,7,"[(116.41530382803273, 39.858182143690556)]",东铁匠营,"蒲黄榆路南侧, 距离未知路名和蒲黄榆路交叉口南角600m"
95,500003031,2,7,"[(116.4233538906287, 39.858761621203485)]",,"南三环东路东侧, 距离未知路名和南三环东路交叉口西北角100m"
96,500003032,2,7,"[(116.41965573215047, 39.858555625987826)]",北京南区,"南三环东路西侧, 距离未知路名和南三环东路交叉口西角350m"
97,500003033,2,7,"[(116.4277645564377, 39.859929027395914)]",,"芳古路东侧, 距离南三环东路和芳古路交叉口东北角250m"
98,500003034,2,8,"[(116.41350961503778, 39.8609831766414)]",蒲黄榆北区,"蒲黄榆路西侧, 距离未知路名和蒲黄榆路交叉口西南角350m"
99,500003035,2,7,"[(116.42676260191148, 39.859751478235665)]",方庄中心地区,"芳古路东侧, 距离南三环东路和芳古路交叉口北角250m"
100,500003037,2,7,"[(116.41390216289977, 39.86055497365321)]",,"蒲黄榆路西侧, 距离未知路名和蒲黄榆路交叉口南角400m"
101,500003038,2,7,"[(116.41775820000001, 39.85697675000001)]",刘家窑西,"南三环东路东侧, 距离未知路名和南三环东路交叉口西北角50m"
102,500003039,2,7,"[(116.41643402567291, 39.857910241739475)]",广汽本田汽车方庄特约销售服务店,"蒲黄榆路南侧, 距离未知路名和蒲黄榆路交叉口北角150m"
103,500003040,2,7,"[(116.414668, 39.8602115)]",,"蒲黄榆路西侧, 距离未知路名和蒲黄榆路交叉口南角400m"
104,500003041,2,7,"[(116.42329625, 39.85841614999999)]",,"南三环东路东侧, 距离未知路名和南三环东路交叉口西北角100m"
105,500003042,2,7,"[(116.4152058510044, 39.86020377835418)]",蒲黄榆路北区,"蒲黄榆路北侧, 距离未知路名和蒲黄榆路交叉口南角450m"
106,500003043,2,7,"[(116.41468409999999, 39.85985385000001)]",,"蒲黄榆路西侧, 距离未知路名和蒲黄榆路交叉口南角450m"
107,500003044,2,7,"[(116.42778347161428, 39.85966337136352)]",,"芳古路东侧, 距离南三环东路和芳古路交叉口东北角250m"
108,500003045,2,7,"[(116.42430285939479, 39.85882782858174)]",,"芳古路西侧, 距离蒲方路和芳古路交叉口南角600m"
109,500003047,2,7,"[(116.41965765, 39.860186049999996)]",,"蒲黄榆路北侧, 距离未知路名和蒲黄榆路交叉口东北角350m"
110,500003048,2,7,"[(116.42670972961574, 39.85845427808456)]",,"芳古路东侧, 距离南三环东路和芳古路交叉口东北角100m"
111,500003050,2,7,"[(116.415335975354, 39.85766953360224)]",蒲黄榆南区,"蒲黄榆路北侧, 距离未知路名和蒲黄榆路交叉口南角700m"
112,500003051,2,7,"[(116.41392760000002, 39.860190249999995)]",,"蒲黄榆路西侧, 距离未知路名和蒲黄榆路交叉口南角400m"
113,500003052,2,7,"[(116.42667037829575, 39.859413172295234)]",,"芳古路东侧, 距离南三环东路和芳古路交叉口北角200m"
114,500003053,2,7,"[(116.4243948, 39.85813905)]",,"芳古路西侧, 距离蒲方路和芳古路交叉口南角650m"
115,500003054,2,7,"[(116.41416557274901, 39.85742207715025)]",,"蒲黄榆路西侧, 距离未知路名和蒲黄榆路交叉口南角700m"
116,500003055,2,8,"[(116.43448003661364, 39.86291432513901)]",,"方庄路东侧, 距离未知路名和方庄路交叉口北角550m"
117,500003056,2,7,"[(116.4321931, 39.86345605000001)]",芳星园北区,"方庄路北侧, 距离未知路名和方庄路交叉口北角600m"
118,500003057,2,7,"[(116.4263392518121, 39.859210299151734)]",,"芳古路北侧, 距离南三环东路和芳古路交叉口北角150m"
119,500003058,2,7,"[(116.41931614370671, 39.860652327299114)]",芳群园三区北部,"蒲黄榆路东侧, 距离未知路名和蒲黄榆路交叉口东北角450m"
120,500003059,2,7,"[(116.4241478931487, 39.862919530443264)]",,"芳古路南侧, 距离蒲方路和芳古路交叉口南角100m"
121,500003060,2,7,"[(116.42383859426835, 39.86268510461855)]",,"芳古路西侧, 距离蒲方路和芳古路交叉口南角150m"
122,500003061,2,7,"[(116.41863366286775, 39.85613857079858)]",横七条路第二社区周边,"南三环东路南侧, 距离未知路名和南三环东路交叉口东角150m"
123,500003062,2,7,"[(116.41813226368083, 39.85605316828893)]",方庄,"南三环南侧, 距离未知路名和南三环交叉口东角450m"
124,500003063,2,7,"[(116.4278799074543, 39.85906391374468)]",,"南三环东路西侧, 距离未知路名和南三环东路交叉口西角350m"
125,500003064,2,7,"[(116.42090559051906, 39.86316738840895)]",,"蒲芳路东侧, 距离蒲芳路和蒲芳路交叉口南角50m以内"
126,500003065,2,7,"[(116.4267214624539, 39.85911804501564)]",,"芳古路东侧, 距离南三环东路和芳古路交叉口北角150m"
127,500003066,2,7,"[(116.4231115842439, 39.86263507201436)]",方庄,"芳古路西侧, 距离蒲方路和芳古路交叉口西南角150m"
128,500003067,2,7,"[(116.41983820693619, 39.85745424716394)]",刘家窑,"南三环东路东侧, 距离未知路名和南三环东路交叉口西角400m"
129,500005067,2,7,"[(116.43663917536547, 39.848398925413335)]",,"成寿寺路西侧, 距离成寿寺中路和成寿寺路交叉口西南角400m"
130,500005069,2,7,"[(116.42059845000001, 39.8504471)]",宋家庄西区,"宋庄路南侧, 距离未知路名和宋庄路交叉口南角900m"
131,500005070,2,7,"[(116.43770772555446, 39.852390701983296)]",,"成寿寺中路东侧, 距离方庄南路和成寿寺中路交叉口东角400m"
132,500005071,2,7,"[(116.4342279, 39.8469232)]",方庄南路56号院周边,"方庄南路东侧, 距离东铁营大街和方庄南路交叉口北角250m"
133,500005072,2,7,"[(116.43572657483976, 39.84795579769701)]",,"方庄南路东侧, 距离东铁营大街和方庄南路交叉口东北角350m"
134,500005079,2,7,"[(116.43840752082681, 39.85238157450062)]",方庄,"成寿寺中路东侧, 距离方庄南路和成寿寺中路交叉口东角450m"
135,500005080,2,7,"[(116.43663009999997, 39.847629399999995)]",文成建筑中区,"成寿寺路西侧, 距离成寿寺中路和成寿寺路交叉口南角500m"
136,500005081,2,7,"[(116.40446665, 39.83951029999999)]",,"南顶路东侧, 距离大红门路和南顶路交叉口东南角200m"
137,500005084,2,7,"[(116.43501934999999, 39.84830614999999)]",,"方庄南路东侧, 距离东铁营大街和方庄南路交叉口东北角400m"
138,500006243,2,7,"[(116.41199482480101, 39.852698188062845)]",,"沙子口路北侧, 距离顺八条和沙子口路交叉口西北角500m"
139,500006244,2,7,"[(116.42812927208767, 39.85237717604971)]",成寿寺商圈,"横一条东侧, 距离顺八条和横一条交叉口北角450m"
140,500006245,2,7,"[(116.43923730000003, 39.84508885)]",,"东铁营大街东侧, 距离成寿寺路和东铁营大街交叉口西北角100m"
141,500006246,2,8,"[(116.42812054999999, 39.85365724999998)]",福臻家园北区,"横一条东侧, 距离顺八条和横一条交叉口北角600m"
142,500006247,2,8,"[(116.42818497432843, 39.85303360108701)]",福臻家园东区,"横一条东侧, 距离顺八条和横一条交叉口北角500m"
143,500006248,2,7,"[(116.43923847509899, 39.84541839843131)]",,"成寿寺路西侧, 距离成寿寺中路和成寿寺路交叉口南角750m"
144,500006249,2,7,"[(116.4206821536608, 39.85098517517313)]",横五条18号院南区,"宋庄路西侧, 距离未知路名和宋庄路交叉口南角850m"
145,500006250,2,5,"[(116.42188099502292, 39.854831325082685)]",刘家窑北,"宋庄路北侧, 距离未知路名和宋庄路交叉口东南角450m"
146,500006251,2,5,"[(116.420843, 39.854651100000005)]",刘家窑北,"宋庄路西侧, 距离未知路名和宋庄路交叉口东南角450m"
147,500006252,2,7,"[(116.43846766328225, 39.851025825996885)]",,"成寿寺路西侧, 距离成寿寺中路和成寿寺路交叉口南角150m"
148,500006253,2,7,"[(116.43923735, 39.84476109999999)]",苇子坑1号院北区,"东铁营大街东侧, 距离成寿寺路和东铁营大街交叉口西角100m"
149,500007078,2,5,"[(116.3924714731502, 39.853451414359284)]",福海国际商业区北区,"南苑路南侧, 距离未知路名和南苑路交叉口西南角50m"
150,500007079,2,5,"[(116.39149845596106, 39.8532476628717)]",金泰商贸大厦,"未知路名南侧, 距离未知路名和未知路名交叉口西南角50m以内"
151,500007338,2,7,"[(116.42007294510528, 39.84629938196982)]",,"宋庄路西侧, 距离顺八条和宋庄路交叉口西南角200m"
152,500007876,2,7,"[(116.39634484040752, 39.86318804968335)]",沙子口北区,"沙子口路东侧, 距离南三环中路和沙子口路交叉口西北角1250m"
153,500010216,2,7,"[(116.37921052588827, 39.860551391820486)]",,"马家堡路东侧, 距离未知路名和马家堡路交叉口北角500m"
154,500010217,2,7,"[(116.38101731959695, 39.859902619177944)]",马家堡北区,"马家堡东路南侧, 距离南三环中路和马家堡东路交叉口北角450m"
155,500010218,2,7,"[(116.38110681360615, 39.86036474986129)]",西罗园北区,"马家堡东路南侧, 距离南三环中路和马家堡东路交叉口北角500m"
156,500010219,2,7,"[(116.38107794645491, 39.861121407001086)]",马家堡东北区,"马家堡东路南侧, 距离南三环中路和马家堡东路交叉口北角600m"
157,500010220,2,7,"[(116.38130136359705, 39.8618727763361)]",瑞吉谷维酒店,"马家堡东路东侧, 距离南三环中路和马家堡东路交叉口北角650m"
158,500010221,2,7,"[(116.38004013974374, 39.86184496700601)]",西罗园南区,"马家堡东路西侧, 距离南三环中路和马家堡东路交叉口北角650m"
159,500010222,2,7,"[(116.37970817110431, 39.86252235593006)]",胜乾装饰有限公司,"马家堡路东侧, 距离马家堡东路和马家堡路交叉口西南角200m"
160,500010223,2,7,"[(116.38030266567361, 39.8629099848921)]",马家堡路8号院北区,"马家堡路东侧, 距离马家堡东路和马家堡路交叉口西南角150m"
161,500010224,2,7,"[(116.38519088742076, 39.85820248412545)]",,"南三环中路北侧, 距离未知路名和南三环中路交叉口西北角300m"
162,500010225,2,7,"[(116.3851955326351, 39.85868859493087)]",,"南三环中路北侧, 距离未知路名和南三环中路交叉口西北角300m"
163,500010226,2,7,"[(116.38632980158714, 39.85828127248392)]",,"南三环中路北侧, 距离未知路名和南三环中路交叉口西北角200m"
164,500010227,2,7,"[(116.385735672683, 39.85852794492113)]",,"南三环中路北侧, 距离未知路名和南三环中路交叉口西北角250m"
165,500010228,2,7,"[(116.38629296903495, 39.85886507311574)]",,"南三环中路北侧, 距离未知路名和南三环中路交叉口西北角200m"
