Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,English_Address
0,500000018,2,12,"[(-74.01147892094714, 40.71707836641439)]",Washington Market Park,"on the north side of Chambers Street, 100m from the east corner of the junction of West Street and Chambers Street"
1,500000029,2,12,"[(-74.01125954922306, 40.70923045744205)]",Zuccotti Park,"on the east side of Greenwich Street, 600m from the northeast corner of the junction of Battery Place and Greenwich Street"
2,500000030,2,12,"[(-73.98170577988759, 40.726457703419314)]",Tompkins Square Park,"on the east side of Avenue A, 500m from the northeast corner of the junction of East Houston Street and Avenue A"
3,500000054,2,12,"[(-73.98061260890518, 40.703323714723766)]",Hudson Avenue nearby,"on the east side of York Street, within 50m from the north corner of the junction of Navy Street and York Street"
4,500000057,2,12,"[(-73.96210866792512, 40.72155413629079)]",Marsha P. Johnson State Park,"on the west side of Kent Avenue, 550m from the northeast corner of the junction of Metropolitan Avenue and Kent Avenue"
5,500000058,2,12,"[(-73.96695238163912, 40.716628025920464)]",Grand Ferry Park,"on the west side of Kent Avenue, 600m from the north corner of the junction of Broadway and Kent Avenue"
6,500000063,2,12,"[(-73.9961072710058, 40.721639316192885)]",Desalvio Playground,"on the north side of Kenmare Street, 200m from the northwest corner of the junction of Delancey Street and Kenmare Street"
7,500000064,2,12,"[(-73.9950456315733, 40.723830028854906)]",Cleveland Place nearby,"on the east side of Cleveland Place, 350m from the northeast corner of the junction of Kenmare Street and Cleveland Place"
8,500000065,2,12,"[(-73.99519285213327, 40.723335003951846)]",Cleveland Place nearby,"on the east side of Cleveland Place, 250m from the northeast corner of the junction of Kenmare Street and Cleveland Place"
9,500000068,2,12,"[(-73.96945191948795, 40.70878998771175)]",Schaefer Esplanade,"on the west side of Kent Avenue, 200m from the northwest corner of the junction of Division Avenue and Kent Avenue"
10,500000069,2,12,"[(-74.00436556089242, 40.706859359180775)]",One Seaport Plaza,"on the east side of Pearl Street, 350m from the southwest corner of the junction of unknown road and Pearl Street"
11,500000075,2,12,"[(-74.00772282760619, 40.703788739916675)]",One Financial Square,"on the north side of FDR Drive, 200m from the northeast corner of the junction of unknown road and FDR Drive"
12,500000089,2,12,"[(-73.96084108988954, 40.72987252735241)]",WNYC Transmitter Park,"on the west side of Franklin Street, 50m from the west corner of the junction of Greenpoint Avenue and Franklin Street"
13,500000094,2,12,"[(-73.95209100000001, 40.71438666666667)]",Macri Triangle,"on the east side of Brooklyn-Queens Expressway, 400m from the northeast corner of the junction of Brooklyn-Queens Expressway and Brooklyn-Queens Expressway"
14,500000095,2,12,"[(-73.95435266835142, 40.71355027712637)]",Jaime Campiz Playground,"on the north side of Brooklyn-Queens Expressway, 100m from the west corner of the junction of Brooklyn-Queens Expressway and Brooklyn-Queens Expressway"
15,500000096,2,12,"[(-73.95166961487693, 40.71584681933336)]",Mount Carmel Square,"on the west side of unknown road, 350m from the southwest corner of the junction of Brooklyn-Queens Expressway and unknown road"
16,500000097,2,12,"[(-73.94843266666668, 40.717167)]",Badame Sessa Memorial Square,"on the south side of Brooklyn-Queens Expressway, 450m from the northeast corner of the junction of Williamsburg Bridge and Brooklyn-Queens Expressway"
17,500000102,2,12,"[(-74.00504129871834, 40.70909594439766)]",DeLury Square,"on the west side of Pearl Street, 200m from the west corner of the junction of unknown road and Pearl Street"
18,500000110,2,12,"[(-73.9889207238199, 40.724602198729464)]",New York City Marble Cemetery,"on the west side of 1st Avenue, 150m from the north corner of the junction of East Houston Street and 1st Avenue"
19,500000111,2,12,"[(-73.99097977396674, 40.72563022490208)]",New York Marble Cemetery,"on the east side of Bowery, 150m from the northeast corner of the junction of East Houston Street and Bowery"
20,500000112,2,12,"[(-74.0000191712337, 40.71515960650524)]",Columbus Park,"on the south side of Centre Street, 300m from the northeast corner of the junction of Duane Street and Centre Street"
21,500000113,2,12,"[(-74.00515132333769, 40.706366575955954)]",175 Water Street,"on the east side of Pearl Street, 450m from the southwest corner of the junction of unknown road and Pearl Street"
22,500000114,2,12,"[(-74.00475466705275, 40.70741541140915)]",200 Water Street,"on the west side of Pearl Street, 300m from the southwest corner of the junction of unknown road and Pearl Street"
23,500000119,2,12,"[(-74.01012624078705, 40.71328874141438)]",100 Church Street,"on the east side of Barclay Street, 100m from the northwest corner of the junction of Church Street and Barclay Street"
24,500000120,2,12,"[(-74.01087544025215, 40.71435416027237)]",75 Park Place,"on the east side of Barclay Street, 200m from the northwest corner of the junction of Church Street and Barclay Street"
25,500000123,2,12,"[(-74.00914717304765, 40.712830651115425)]",Four Seasons New York Downtown Hotel & Residences,"on the north side of Vesey Street, 100m from the north corner of the junction of Park Row and Vesey Street"
26,500000126,2,12,"[(-74.0083109664537, 40.712443737541065)]",Woolworth Building,"on the east side of Barclay Street, 50m from the north corner of the junction of Park Row and Barclay Street"
27,500000127,2,12,"[(-74.00419022751427, 40.715455591417694)]",Javits Federal Building,"on the south side of Broadway, 350m from the south corner of the junction of Walker Street and Broadway"
28,500000140,2,12,"[(-73.9980288340967, 40.71341107336524)]",Kimlau Square,"on the west side of East Broadway, 400m from the west corner of the junction of Pike Street and East Broadway"
29,500000141,2,12,"[(-73.99082019539155, 40.72882012120357)]",Cooper Triangle,"on the north side of 3rd Avenue, 600m from the southwest corner of the junction of East 14th Street and 3rd Avenue"
30,500000146,2,12,"[(-74.00183572304627, 40.716314504860065)]",Collect Pond Park,"on the east side of Lafayette Street, 200m from the south corner of the junction of Walker Street and Lafayette Street"
31,500000147,2,12,"[(-74.0074117412374, 40.72124863465734)]",St. John's Park,"on the south side of Holland Tunnel Rotary, within 50m from the southwest corner of the junction of unknown road and Holland Tunnel Rotary"
32,500000148,2,12,"[(-74.00549416771455, 40.72250504277649)]",Duarte Square,"on the east side of Canal Street, 50m from the north corner of the junction of 6th Avenue and Canal Street"
33,500000149,2,12,"[(-73.99649966859216, 40.729273088174224)]",New York University,"on the north side of unknown road, 500m from the east corner of the junction of 6th Avenue and unknown road"
34,500000156,2,12,"[(-73.9795238643828, 40.71177999158313)]",Corlears Hook Park,"on the west side of FDR Drive, 350m from the northeast corner of the junction of unknown road and FDR Drive"
35,500000157,2,12,"[(-73.98922852413695, 40.714786388611046)]",Seward Park,"on the east side of Rutgers Street, within 50m from the northeast corner of the junction of East Broadway and Rutgers Street"
36,500000159,2,12,"[(-73.9748627635606, 40.71780804319229)]",John V. Lindsay East River Park,"on the north side of FDR Drive, 400m from the northeast corner of the junction of unknown road and FDR Drive"
37,500000164,2,12,"[(-74.01055060215577, 40.703461603105744)]",Coenties Slip,"on the north side of Water Street, 450m from the southwest corner of the junction of Maiden Lane and Water Street"
38,500000169,2,12,"[(-73.97971948912601, 40.72815786708758)]",Joseph C. Sauer Park,"on the west side of Avenue B, 200m from the southwest corner of the junction of East 14th Street and Avenue B"
39,500000170,2,12,"[(-74.00042846396529, 40.711479662861414)]",James Madison Plaza,"on the west side of Pearl Street, 150m from the north corner of the junction of Robert F. Wagner Sr. Place and Pearl Street"
40,500000171,2,12,"[(-74.01024809059672, 40.70732733305945)]",Federal Hall National Memorial,"on the east side of Broadway, 450m from the south corner of the junction of Vesey Street and Broadway"
41,500000173,2,12,"[(-74.00369291494854, 40.70752595548262)]",Titanic Memorial Park,"on the south side of Pearl Street, 250m from the southwest corner of the junction of unknown road and Pearl Street"
42,500000175,2,12,"[(-74.0079477886157, 40.707677212086054)]",Louise Nevelson Plaza,"on the east side of Broadway, 300m from the south corner of the junction of Vesey Street and Broadway"
43,500000176,2,12,"[(-74.00120452456494, 40.710888635562014)]",Intergate Manhattan,"on the east side of unknown road, 150m from the southeast corner of the junction of unknown road and unknown road"
44,500000177,2,12,"[(-74.00560806446715, 40.710899738339236)]",8 Spruce Street,"on the west side of unknown road, 50m from the west corner of the junction of unknown road and unknown road"
45,500000178,2,12,"[(-73.96710835133995, 40.71809469036924)]",Kent Avenue nearby,"on the north side of Kent Avenue, 700m from the north corner of the junction of Broadway and Kent Avenue"
46,500000179,2,12,"[(-73.96647626600036, 40.71917162159658)]",Kent Avenue nearby,"on the north side of Kent Avenue, within 50m from the northwest corner of the junction of Metropolitan Avenue and Kent Avenue"
47,500000180,2,12,"[(-73.97015699097376, 40.70870316691233)]",Schaefer Landing/South Williamsburg,"on the west side of Kent Avenue, 200m from the northwest corner of the junction of Division Avenue and Kent Avenue"
48,500000181,2,12,"[(-73.98795155946874, 40.72294812465156)]",Peretz Square,"on the west side of East Houston Street, 100m from the northwest corner of the junction of Avenue A and East Houston Street"
49,500000215,2,12,"[(-74.00920924285596, 40.71591082519849)]",Bogardus Plaza,"on the north side of Church Street, 150m from the north corner of the junction of Murray Street and Church Street"
50,500000219,2,12,"[(-73.96451725853267, 40.72003466722054)]",Kent Avenue nearby,"on the north side of Kent Avenue, 150m from the north corner of the junction of Metropolitan Avenue and Kent Avenue"
51,500000227,2,12,"[(-74.00617843560458, 40.703509641721034)]",FDR Drive nearby,"on the south side of FDR Drive, 300m from the northeast corner of the junction of unknown road and FDR Drive"
52,500000230,2,12,"[(-73.98353014597859, 40.722649132224696)]",Miracle Garden,"on the west side of Avenue B, 850m from the southwest corner of the junction of East 14th Street and Avenue B"
53,500000252,2,12,"[(-74.01215709711069, 40.714486359912534)]",101 Barclay Street,"on the south side of Murray Street, 50m from the southeast corner of the junction of West Street and Murray Street"
54,500000253,2,12,"[(-74.00348454034418, 40.71176308801149)]",Brooklyn Bridge nearby,"on the east side of unknown road, 150m from the east corner of the junction of Brooklyn Bridge and unknown road"
55,500000274,2,12,"[(-73.97380681321384, 40.72770999004151)]",Con Ed East River Station,"on the west side of FDR Drive, 350m from the southwest corner of the junction of unknown road and FDR Drive"
56,500000276,2,12,"[(-74.00937020314979, 40.717183256876524)]",Duane Park,"on the west side of Reade Street, 100m from the north corner of the junction of West Broadway and Reade Street"
57,500000277,2,12,"[(-73.97452625487986, 40.72410630980385)]",Jacob Riis Houses,"on the south side of FDR Drive, 400m from the south corner of the junction of unknown road and FDR Drive"
58,500000281,2,12,"[(-73.97779174784766, 40.7174714760435)]",Baruch Houses,"on the west side of FDR Drive, 350m from the northwest corner of the junction of FDR Drive and FDR Drive"
59,500000282,2,12,"[(-73.97619450031227, 40.71845322866323)]",Bard High School Early College,"on the south side of East Houston Street, 200m from the southeast corner of the junction of Avenue D and East Houston Street"
60,500000283,2,12,"[(-73.979653385454, 40.71943680203784)]",New Explorations into Science Technology and Math High School,"on the north side of Williamsburg Bridge, 400m from the east corner of the junction of unknown road and Williamsburg Bridge"
61,500000284,2,12,"[(-73.980834472112, 40.71979362487612)]",Hamilton Fish Park,"on the west side of East Houston Street, 100m from the west corner of the junction of Avenue D and East Houston Street"
62,500000299,2,12,"[(-73.97855709060306, 40.71382211485944)]",East River Cooperative,"on the north side of FDR Drive, 400m from the northeast corner of the junction of unknown road and FDR Drive"
63,500000304,2,12,"[(-74.0095670850618, 40.70546297486383)]",20 Exchange Place,"on the west side of Water Street, 250m from the west corner of the junction of Maiden Lane and Water Street"
64,500000305,2,12,"[(-74.01272316975154, 40.704490615152594)]",2 Broadway,"on the east side of Broadway, 800m from the southwest corner of the junction of Vesey Street and Broadway"
65,500000312,2,12,"[(-74.00507717527282, 40.71396849747196)]",Emigrant Industrial Savings Bank Building,"on the east side of Broadway, 550m from the south corner of the junction of Walker Street and Broadway"
66,500000346,2,12,"[(-73.98577478466879, 40.724253113941266)]",McKinley Playground,"on the west side of Avenue A, 800m from the southwest corner of the junction of East 14th Street and Avenue A"
67,500000352,2,12,"[(-73.99989453957568, 40.71364547993365)]",Chatham Towers,"on the south side of Centre Street, 100m from the east corner of the junction of Duane Street and Centre Street"
68,500000377,2,12,"[(-73.99885170710972, 40.708765451759106)]",South Street nearby,"on the north side of unknown road, 150m from the west corner of the junction of FDR Drive and unknown road"
69,500000378,2,12,"[(-73.99810999999998, 40.71004550000001)]",South Street nearby,"on the north side of unknown road, 50m from the northwest corner of the junction of FDR Drive and unknown road"
70,500000379,2,12,"[(-73.9981515, 40.710192)]",South Street nearby,"on the north side of unknown road, 50m from the northwest corner of the junction of FDR Drive and unknown road"
71,500000380,2,12,"[(-73.9982672471753, 40.71059957316516)]",Madison Street nearby,"on the south side of Madison Street, 100m from the southeast corner of the junction of Pearl Street and Madison Street"
72,500000389,2,12,"[(-74.00269033968009, 40.70823373428234)]",250 Water Street,"on the south side of Pearl Street, 100m from the southwest corner of the junction of unknown road and Pearl Street"
73,500000393,2,12,"[(-74.01165526550162, 40.71097448157485)]",3 World Trade Center,"on the west side of Greenwich Street, 750m from the north corner of the junction of Battery Place and Greenwich Street"
74,500000397,2,12,"[(-74.01035711873598, 40.70539023766626)]",15 William,"on the north side of Water Street, 300m from the west corner of the junction of Maiden Lane and Water Street"
75,500000398,2,12,"[(-74.01199325129474, 40.70533530382119)]",60 Broad Street,"on the south side of Broadway, 700m from the southwest corner of the junction of Vesey Street and Broadway"
76,500000399,2,12,"[(-74.00302140681256, 40.70525564816777)]",Wavertree,"on the south side of FDR Drive, 650m from the northeast corner of the junction of unknown road and FDR Drive"
77,500000400,2,12,"[(-74.00244661318494, 40.70531293175212)]",Ambrose,"on the south side of FDR Drive, 700m from the northeast corner of the junction of unknown road and FDR Drive"
78,500000403,2,12,"[(-74.00214936867714, 40.73023929092113)]",Father Demo Square,"on the north side of 6th Avenue, 150m from the north corner of the junction of West Houston Street and 6th Avenue"
79,500000404,2,12,"[(-73.97969831004352, 40.71515142894227)]",Delancey Street nearby,"on the south side of Delancey Street, 700m from the southeast corner of the junction of Norfolk Street and Delancey Street"
80,500000405,2,12,"[(-73.9818755, 40.7158755)]",Luther Gulick Playground,"on the west side of Delancey Street, 550m from the southeast corner of the junction of Norfolk Street and Delancey Street"
81,500000410,2,12,"[(-73.94744235403192, 40.72297358507251)]",Father Studzinski Square,"on the south side of McGuinness Boulevard, 850m from the south corner of the junction of McGuinness Boulevard South and McGuinness Boulevard"
82,500000420,2,12,"[(-74.0057075, 40.72972000000001)]",Clarkson Street nearby,"on the north side of West Houston Street, 50m from the north corner of the junction of Varick Street and West Houston Street"
83,500000433,2,12,"[(-74.00625002109409, 40.72982048107402)]",James J Walker Park,"on the west side of 7th Avenue South, 800m from the southwest corner of the junction of Greenwich Avenue and 7th Avenue South"
84,500000466,2,12,"[(-73.96356207260004, 40.713373136397266)]",Berry Street Garden,"on the east side of Wythe Avenue, 350m from the south corner of the junction of Metropolitan Avenue and Wythe Avenue"
85,500000468,2,12,"[(-73.96702621235976, 40.704872252331846)]",Jacob's Ladder Playground,"on the west side of Wythe Avenue, 200m from the south corner of the junction of Division Avenue and Wythe Avenue"
86,500000469,2,12,"[(-73.96557270240943, 40.708556275668315)]",Epiphany Playground,"on the north side of Division Avenue, 350m from the west corner of the junction of Roebling Street and Division Avenue"
87,500000470,2,12,"[(-73.9641603383503, 40.707791999965956)]",La Casita Verde,"on the north side of Division Avenue, 250m from the west corner of the junction of Roebling Street and Division Avenue"
88,500000471,2,12,"[(-73.96768391449658, 40.70638214760773)]",Roberto Clemente Ballfield,"on the west side of Wythe Avenue, 50m from the southwest corner of the junction of Division Avenue and Wythe Avenue"
89,500000472,2,12,"[(-73.961731226709, 40.706349737432596)]",Roebling Playground,"on the west side of Lee Avenue, 50m from the south corner of the junction of Taylor Street and Lee Avenue"
