,road_id,road_name,road_level
0,200000169,南顶路,tertiary
1,200000170,南顶路,tertiary
2,200000278,南三环,trunk
3,200000392,,motorway_link
4,200000406,方庄南路,secondary
5,200000415,南三环,trunk
6,200000416,南三环,trunk
7,200000417,南三环,trunk
8,200000418,南三环,trunk
9,200000498,南三环,trunk
10,200000499,南三环,trunk
11,200000500,,trunk_link
12,200000503,,trunk_link
13,200000504,南三环,trunk
14,200000505,,secondary_link
15,200000506,南三环,trunk
16,200000507,南三环,trunk
17,200000508,南三环,trunk
18,200000826,沙子口路,tertiary
19,200001000,周家庄路,secondary
20,200001001,周家庄路,secondary
21,200001008,,secondary_link
22,200001009,方庄南路,secondary
23,200001039,,tertiary_link
24,200001040,,tertiary_link
25,200001041,,tertiary_link
26,200001057,横一条,tertiary
27,200001371,芳古路,tertiary
28,200001393,,tertiary_link
29,200001724,角门路,primary
30,200001725,角门路,primary
31,200001779,成仪路,tertiary
32,200001780,,primary
33,200001782,大红门路,tertiary
34,200001783,大红门西路,tertiary
35,200001784,南苑路,trunk
36,200001785,南苑路,trunk
37,200001786,南苑路,trunk
38,200001788,南苑路,trunk
39,200001789,南苑路,trunk
40,200001790,南苑路,trunk
41,200001792,南苑路,trunk
42,200001793,南苑路,trunk
43,200002913,,tertiary_link
44,200003269,,tertiary
45,200003357,南苑路,trunk
46,200003358,南苑路,trunk
47,200003371,马家堡东路,secondary
48,200003372,马家堡东路,secondary
49,200003422,大红门路,tertiary
50,200003423,大红门路,tertiary
51,200003424,大红门路,tertiary
52,200003434,定安路,tertiary
53,200003451,角门北路,tertiary
54,200003452,海户路,tertiary
55,200003970,南三环,trunk
56,200003971,,trunk_link
57,200003972,,trunk_link
58,200003973,,trunk_link
59,200003974,,trunk_link
60,200003975,,trunk_link
61,200003980,南三环,trunk
62,200004251,,primary
63,200004252,,primary_link
64,200004253,,primary
65,200004256,,primary_link
66,200004276,榴乡路,trunk
67,200004277,榴乡路,trunk
68,200004281,榴乡路,tertiary
69,200004282,榴乡路,tertiary
70,200004283,榴乡路,tertiary
71,200004284,榴乡路,tertiary
72,200004285,榴乡路,tertiary
73,200004286,榴乡路,tertiary
74,200004287,榴乡路,primary
75,200004288,榴乡路,primary
76,200004289,榴乡路,primary
77,200004290,榴乡路,primary
78,200004291,榴乡路,primary
79,200004292,榴乡路,primary
80,200004293,榴乡路,primary
81,200004294,榴乡路,primary
82,200004295,榴乡路,primary
83,200004296,榴乡路,primary
84,200004466,海户屯路,tertiary
85,200005488,,trunk_link
86,200005492,,trunk_link
87,200005502,成寿寺路,primary
88,200005503,成寿寺路,primary
89,200005504,成寿寺路,primary
90,200005505,,trunk_link
91,200005506,,trunk_link
92,200005507,南三环,trunk
93,200005508,,trunk_link
94,200005509,,trunk_link
95,200005510,,trunk_link
96,200005511,,tertiary
97,200005512,,tertiary
98,200005513,,tertiary
99,200005515,,tertiary
100,200005516,永定门外大街,tertiary
101,200005517,永定门外大街,tertiary
102,200005519,,trunk_link
103,200005520,,trunk_link
104,200005521,,trunk_link
105,200005522,,trunk_link
106,200005523,,trunk_link
107,200005524,,trunk_link
108,200005525,,trunk_link
109,200005526,,tertiary_link
110,200005527,,tertiary_link
111,200005528,永定门外大街,tertiary
112,200005529,南苑路,tertiary
113,200005531,南三环中路,tertiary
114,200005532,南三环中路,tertiary
115,200005535,南三环,trunk
116,200005718,宋庄路,tertiary
117,200005719,宋庄路,tertiary
118,200006623,光彩路,secondary
119,200006624,光彩路,secondary
120,200006635,,tertiary_link
121,200006636,,secondary_link
122,200006638,,tertiary_link
123,200006639,,primary_link
124,200006640,南三环中路,tertiary
125,200006641,南三环中路,tertiary
126,200006643,南三环中路,tertiary
127,200006645,南三环中路,tertiary
128,200006664,南三环东路,tertiary
129,200006665,南三环东路,tertiary
130,200006670,南三环,trunk
131,200006671,南三环中路,trunk
132,200006996,成寿寺路,primary
133,200007012,,primary_link
134,200007013,,primary_link
135,200007016,南三环,trunk
136,200007037,南三环东路辅路,tertiary_link
137,200007038,南三环东路辅路,tertiary_link
138,200007040,东三环南路,trunk
139,200007041,东三环南路,trunk
140,200007048,南三环东路,tertiary
141,200007049,南三环东路,tertiary
142,200007050,南三环东路,tertiary
143,200007051,南三环东路,tertiary
144,200007052,南三环东路,tertiary
145,200007053,,secondary_link
146,200007055,南三环中路,tertiary
147,200007056,南三环中路,tertiary
148,200007057,南三环中路,tertiary
149,200007058,南三环中路,tertiary
150,200007059,南三环中路,tertiary
151,200007060,南三环中路,tertiary
152,200007061,南三环中路,tertiary
153,200007062,南三环中路,tertiary
154,200007063,南三环中路,tertiary
155,200007064,南三环西路,tertiary
156,200007067,马家堡东路,secondary
157,200007068,马家堡东路,secondary
158,200007069,马家堡东路,secondary
159,200008018,,motorway_link
160,200008019,,motorway_link
161,200008037,南三环中路,tertiary
162,200008038,南三环中路,tertiary
163,200008039,南三环中路,tertiary
164,200008040,南三环中路,tertiary
165,200008041,南三环中路,tertiary
166,200008042,南三环中路,tertiary
167,200008043,南三环中路,tertiary
168,200008044,南三环中路,tertiary
169,200008045,南三环中路,tertiary
170,200008046,南三环,trunk
171,200008047,南三环,trunk
172,200008048,南三环,trunk
173,200008049,,tertiary_link
174,200008050,,tertiary_link
175,200008051,,trunk_link
176,200008052,,tertiary_link
177,200008053,,tertiary_link
178,200008054,,tertiary_link
179,200008055,,tertiary_link
180,200008056,,tertiary_link
181,200008057,,tertiary_link
182,200008058,,tertiary_link
183,200008059,,tertiary_link
184,200008060,成寿寺中路,tertiary
185,200008061,成寿寺中路,tertiary
186,200008063,,tertiary_link
187,200008065,南三环东路,tertiary
188,200008066,南三环东路,tertiary
189,200008067,南三环东路,tertiary
190,200008068,南三环东路,tertiary
191,200008069,南三环东路,tertiary
192,200008070,南三环,trunk
193,200008071,南三环中路,tertiary
194,200008072,南三环,trunk
195,200008073,南三环中路,tertiary
196,200008088,东铁营大街,primary
197,200008091,成寿寺路,primary
198,200008092,马家堡东路,secondary
199,200008348,方庄路,secondary
200,200008574,,trunk_link
201,200008575,,trunk_link
202,200008576,,trunk_link
203,200008577,,tertiary
204,200008578,,tertiary
205,200008579,,tertiary
206,200008580,,tertiary
207,200008582,南苑路,trunk
208,200008583,大红门路,tertiary
209,200008584,大红门路,tertiary
210,200008585,大红门路,tertiary
211,200008587,永定门外大街,trunk
