Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,Address
0,500000046,2,7,"[(116.31393920421525, 39.915626877427144)]",玉渊潭公园,"三里河路西侧, 距离未知路名和三里河路交叉口西角50m"
1,500000047,2,8,"[(116.33038983484549, 39.94046665827128)]",北京动物园,"榆树馆桥西侧, 距离展览馆路和榆树馆桥交叉口西北角550m"
2,500000052,2,8,"[(116.31334114115985, 39.940882273542336)]",紫竹院公园,"中关村南大街西侧, 距离未知路名和中关村南大街交叉口西角100m"
3,500000062,2,7,"[(116.36119863656107, 39.92343999214938)]",北京历代帝王庙,"阜成门内大街北侧, 距离赵登禹路和阜成门内大街交叉口东北角150m"
4,500000091,2,7,"[(116.35705682627443, 39.92350605368489)]",妙应寺白塔,"阜成门内大街北侧, 距离赵登禹路和阜成门内大街交叉口西北角100m"
5,500000092,2,7,"[(116.35920360342456, 39.92710261744076)]",富国里菜市场,"赵登禹路西侧, 距离平安里西大街和赵登禹路交叉口西南角450m"
6,500000104,2,8,"[(116.35474761693989, 39.934163115996576)]",官园公园,"后广平胡同南侧, 距离西直门南小街和后广平胡同交叉口东南角100m"
7,500000107,2,5,"[(116.34914556283965, 39.91572002767844)]",,"阜成门南大街西侧, 距离未知路名和阜成门南大街交叉口西南角100m"
8,500000171,2,7,"[(116.34879143311638, 39.94190532066394)]",,"未知路名北侧, 距离北二环和未知路名交叉口西北角50m以内"
9,500000232,2,8,"[(116.33799432130836, 39.939375610042845)]",北京展览馆区域,"榆树馆桥东侧, 距离展览馆路和榆树馆桥交叉口北角800m"
10,500000235,2,8,"[(116.32115578824272, 39.938843626919194)]",首都体育馆,"中关村南大街东侧, 距离西直门外大街和中关村南大街交叉口东北角50m"
11,500000236,2,5,"[(116.32046149379208, 39.93675626009046)]",腾达大厦,"西直门外大街南侧, 距离西直门外大街和西直门外大街交叉口西角300m"
12,500000237,2,5,"[(116.32145529170772, 39.93617809551634)]",北京新世纪日航饭店,"西直门外大街南侧, 距离未知路名和西直门外大街交叉口南角50m"
13,500000238,2,5,"[(116.3215468556158, 39.935578307372374)]",北京新世纪日航饭店区域,"首都体育馆南路东侧, 距离新苑街和首都体育馆南路交叉口东北角200m"
