,road_id,road_name
0,200000658,Brooklyn Bridge
1,200002765,Brooklyn Bridge
2,200000003,
3,200003582,FDR Drive
4,200001136,West Street
5,200002283,West Street
6,200000036,Clarkson Street
7,200003555,FDR Drive
8,200000061,
9,200000551,FDR Drive
10,200000062,FDR Drive
11,200000548,
12,200002441,FDR Drive
13,200002887,Centre Street
14,200000069,Cleveland Place
15,200001103,Broome Street
16,200002346,
17,200000070,
18,200002347,
19,200001896,Greenwich Street
20,200000072,Church Street
21,200000090,Vesey Street
22,200000084,Robert F. Wagner Sr. Place
23,200002766,Robert F. Wagner Sr. Place
24,200004314,Robert F. Wagner Sr. Place
25,200003592,Brooklyn-Queens Expressway
26,200000134,Williamsburg Street East
27,200000093,
28,200003669,Brooklyn-Queens Expressway
29,200003573,Brooklyn-Queens Expressway
30,200000098,
31,200001182,Brooklyn-Queens Expressway
32,200000099,
33,200002252,
34,200001172,Brooklyn-Queens Expressway
35,200000119,Marcy Avenue
36,200003664,Marcy Avenue
37,200000105,
38,200001878,Kent Avenue
39,200002322,Kent Avenue
40,200000138,Broadway
41,200003614,Broadway
42,200003928,Broadway
43,200000406,Murray Street
44,200003554,FDR Drive
45,200000544,FDR Drive
46,200000513,
47,200000747,
48,200000520,
49,200000515,Robert F. Wagner Sr. Place
50,200003955,Robert F. Wagner Sr. Place
51,200000514,
52,200001206,Brooklyn Bridge
53,200000516,
54,200000521,
55,200003878,
56,200002505,Park Row
57,200002730,Park Row
58,200000522,
59,200000543,
60,200003558,FDR Drive
61,200003540,FDR Drive
62,200000546,
63,200000552,FDR Drive
64,200000549,
65,200000553,Avenue C
66,200003245,Avenue C
67,200004240,
68,200000610,Roebling Street
69,200002729,Roebling Street
70,200004427,Roebling Street
71,200000624,Williamsburg Bridge
72,200002809,Williamsburg Bridge
73,200002731,
74,200002079,Holland Tunnel
75,200001901,Holland Tunnel Rotary
76,200000660,
77,200000688,Lafayette Street
78,200002638,Lafayette Street
79,200000751,Duane Street
80,200000714,Havemeyer Street
81,200002768,Havemeyer Street
82,200001273,
83,200002339,Park Row
84,200000723,
85,200001393,Park Row
86,200000964,Wythe Avenue
87,200001879,Clymer Street
88,200004494,Wythe Avenue
89,200003589,Brooklyn-Queens Expressway
90,200001000,
91,200003588,Brooklyn-Queens Expressway
92,200001181,Brooklyn-Queens Expressway
93,200004006,
94,200001208,FDR Drive
95,200001489,Kent Avenue
96,200002246,Kent Avenue
97,200002403,North 11th Street
98,200001805,Church Street
99,200003532,Church Street
100,200002070,Reade Street
101,200001895,6th Avenue
102,200002445,6th Avenue
103,200003193,
104,200002412,
105,200002591,Holland Tunnel Rotary
106,200003559,FDR Drive
107,200003557,FDR Drive
108,200002325,
109,200003761,Varick Street
110,200002595,Varick Street
111,200003762,Varick Street
112,200002637,Delancey Street
113,200004002,Williamsburg Bridge
114,200004001,Williamsburg Bridge
115,200002690,Centre Street
116,200004260,Brooklyn Bridge
117,200004281,Manhattan Bridge lower level
118,200003732,Brooklyn-Queens Expressway
119,200003766,Allen Street
120,200003830,Pike Street
121,200003352,Division Street
122,200003700,Kenmare Street
123,200003909,Lafayette Street
124,200005275,Kenmare Street
125,200004004,
126,200004005,
127,200004473,Manhattan Avenue
128,200000846,Manhattan Avenue
129,200002749,Maiden Lane
130,200005030,Maiden Lane
131,200004032,Washington Avenue
132,200005346,Washington Avenue
133,200002075,Frankfort Street
134,200000029,Dover Street
135,200001396,Pearl Street
136,200002735,Pearl Street
137,200004836,Frankfort Street
138,200004585,Pearl Street
139,200005026,Pearl Street
140,200000075,Maiden Lane
141,200004311,Maiden Lane
142,200005031,Water Street
143,200004286,Canal Street
144,200002077,Bowery
145,200005133,Bowery
146,200004258,Canal Street
147,200002492,Canal Street
148,200003082,Bowery
149,200003862,Bowery
150,200002740,Delancey Street
151,200002212,Delancey Street
152,200004139,Chrystie Street
153,200004955,Chrystie Street
154,200002615,Delancey Street
155,200002409,Delancey Street
156,200005363,Chrystie Street
157,200002504,Chrystie Street
158,200003853,Allen Street
159,200000692,Allen Street
160,200002213,Grand Street
161,200004766,Grand Street
162,200002739,Allen Street
163,200003828,Allen Street
164,200001827,Grand Street
165,200004868,Grand Street
166,200002836,Rutgers Street
167,200003765,Canal Street
168,200005051,Rutgers Street
169,200005287,Canal Street
170,200003430,Pike Street
171,200002727,Greenpoint Avenue
172,200000717,Greenpoint Avenue
173,200002247,McGuinness Boulevard
174,200005025,Greenpoint Avenue
175,200001733,McGuinness Boulevard
176,200000480,McGuinness Boulevard South
177,200004451,Greenpoint Avenue
178,200001861,Greenpoint Avenue
179,200004786,Greenpoint Avenue
180,200004509,Manhattan Avenue
181,200000739,Essex Street
182,200001428,Avenue A
183,200001431,East Houston Street
184,200003428,East Houston Street
185,200004455,Essex Street
186,200001551,East Houston Street
187,200004590,Avenue A
188,200003720,East Houston Street
189,200001271,Roebling Street
190,200001730,Roebling Street
191,200001731,Division Avenue
192,200004730,Division Avenue
193,200004568,Roebling Street
194,200004731,Roebling Street
195,200004732,Division Avenue
196,200001728,Division Avenue
197,200000016,Kenmare Street
198,200001281,Bowery
199,200002686,Bowery
200,200004305,Kenmare Street
201,200004570,Bowery
202,200000628,Bowery
203,200004000,Borinquen Place
204,200005167,Union Avenue
205,200004050,Union Avenue
206,200005329,Borinquen Place
207,200003208,Union Avenue
208,200005353,Union Avenue
209,200004623,Grand Street
210,200005286,Broadway
211,200000026,Bowery
212,200002738,East Houston Street
213,200002977,East Houston Street
214,200002459,Bowery
215,200002681,East Houston Street
216,200001310,East Houston Street
217,200002585,Park Avenue South
218,200003029,Union Avenue
219,200004947,Metropolitan Avenue
220,200002479,Metropolitan Avenue
221,200005236,Metropolitan Avenue
222,200005114,Union Avenue
223,200001739,Allen Street
224,200002493,Delancey Street
225,200003337,Allen Street
226,200000625,Delancey Street
227,200005239,East Broadway
228,200002498,East Broadway
229,200003829,Pike Street
230,200003431,East Broadway
231,200004954,East Broadway
232,200003359,Pike Street
233,200004267,Union Avenue
234,200005043,Broadway
235,200005401,Union Avenue
236,200002804,Broadway
237,200003403,Meeker Avenue
238,200000106,
239,200000517,
240,200004982,Pearl Street
241,200000009,
242,200002639,Pearl Street
243,200001729,Kent Avenue
244,200003288,1st Avenue
245,200003450,East Houston Street
246,200002509,East Houston Street
247,200004185,East Broadway
248,200003274,East Broadway
249,200004190,Samuel Dickstein Plaza
250,200003402,Samuel Dickstein Plaza
251,200005378,East Broadway
252,200005380,Samuel Dickstein Plaza
253,200005231,Samuel Dickstein Plaza
254,200004790,Division Avenue
255,200001514,Wythe Avenue
256,200001877,Division Avenue
257,200005101,Canal Street
258,200005100,Canal Street
259,200001108,Centre Street
260,200002979,Canal Street
261,200002978,Canal Street
262,200000042,Centre Street
263,200002067,Walker Street
264,200004638,Union Avenue
265,200005115,Union Avenue
266,200001493,Meeker Avenue
267,200001510,Union Avenue
268,200003030,Union Avenue
269,200004966,Chrystie Street
270,200002589,Chrystie Street
271,200003083,Grand Street
272,200004940,Canal Street
273,200005268,Canal Street
274,200002785,6th Avenue
275,200002454,Canal Street
276,200003663,Canal Street
277,200000691,6th Avenue
278,200000038,Laight Street
279,200002980,Canal Street
280,200002596,Canal Street
281,200003613,Broadway
282,200005102,Canal Street
283,200000014,Broadway
284,200004967,Canal Street
285,200003701,Cleveland Place
286,200000017,7th Avenue South
287,200004186,Grand Street
288,200004187,Grand Street
289,200004191,Grand Street
290,200004189,Grand Street
291,200000762,South Street
292,200000045,
293,200003194,Montgomery Street
294,200004458,South Street
