Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,English_Address
0,500000002,2,12,"[(-46.63437284275907, -23.551274335596002)]",Catedral da Sé,"on the north side of Praça Doutor João Mendes, within 50m from the northeast corner of the junction of Rua Doutor Rodrigo Silva and Praça Doutor João Mendes"
1,500000003,2,12,"[(-46.6445000391449, -23.546581935712958)]",Edifício Copan,"on the east side of Rua Araújo, 50m from the northeast corner of the junction of Rua da Consolação and Rua Araújo"
2,500000004,2,12,"[(-46.64251314927396, -23.543164417963553)]",Praça da República,"on the north side of Avenida Ipiranga, 300m from the west corner of the junction of Avenida São João and Avenida Ipiranga"
3,500000115,2,12,"[(-46.63805555898549, -23.545751426528245)]",Praça Ramos de Azevedo,"on the south side of Praça Ramos de Azevedo, 100m from the east corner of the junction of Rua da Consolação and Praça Ramos de Azevedo"
4,500000173,2,12,"[(-46.64106748275143, -23.550663443261307)]",Câmara Municipal de São Paulo,"on the south side of Rua Santo Antônio, 50m from the southwest corner of the junction of Praça da Bandeira and Rua Santo Antônio"
5,500000174,2,12,"[(-46.63994600624078, -23.55130450807489)]",Procuradoria Geral do Municipio,"on the north side of Rua Maria Paula, within 50m from the northeast corner of the junction of Viaduto Jacareí and Rua Maria Paula"
6,500000175,2,12,"[(-46.63921917286596, -23.553636970633196)]",Avenida Brigadeiro Luís Antônio nearby,"on the west side of Avenida Brigadeiro Luís Antônio, 100m from the southwest corner of the junction of Rua Maria Paula and Avenida Brigadeiro Luís Antônio"
7,500000176,2,12,"[(-46.63650917519912, -23.55101319914858)]",Praça Doutor João Mendes nearby,"on the east side of Avenida Brigadeiro Luís Antônio, within 50m from the southeast corner of the junction of Praça Doutor João Mendes and Avenida Brigadeiro Luís Antônio"
8,500000177,2,12,"[(-46.6422055, -23.550801)]",Praça General Craveiro Lopes,"on the south side of Avenida Nove de Julho, 500m from the east corner of the junction of Viaduto Doutor Plínio de Queiroz and Avenida Nove de Julho"
9,500000178,2,12,"[(-46.64238030478648, -23.550364506711656)]",Praça Emílio Miguel Abellá,"on the south side of Avenida Nove de Julho, 500m from the east corner of the junction of Viaduto Doutor Plínio de Queiroz and Avenida Nove de Julho"
10,500000179,2,12,"[(-46.63987595265321, -23.55580145340483)]",Praça Pérola Byington,"on the south side of Avenida Radial Leste-Oeste, 50m from the west corner of the junction of Rua Assembleia and Avenida Radial Leste-Oeste"
11,500000180,2,12,"[(-46.64361351368182, -23.544185026518544)]",Secretaria da Educação do Estado de São Paulo,"on the north side of Praça da República, 50m from the east corner of the junction of Rua Araújo and Praça da República"
12,500000181,2,12,"[(-46.64462894393648, -23.54567400415897)]",Praça Darcy Penteado,"on the west side of Avenida Ipiranga, within 50m from the west corner of the junction of Avenida Ipiranga and Avenida Ipiranga"
13,500000187,2,12,"[(-46.63671226867516, -23.545490798020534)]",Vale do Anhangabaú,"on the north side of Parque Anhangabau, 100m from the northeast corner of the junction of Parque Anhangabau and Parque Anhangabau"
14,500000193,2,12,"[(-46.638094, -23.550753)]",Praça Mário Câmara,"on the west side of Avenida Vinte e Três de Maio, 600m from the north corner of the junction of Avenida Vinte e Três de Maio and Avenida Vinte e Três de Maio"
15,500000197,2,12,"[(-46.631739937764664, -23.550804700691238)]",Praça Clóvis Beviláqua,"on the east side of Rua Anita Garibaldi, 200m from the northeast corner of the junction of Praça Doutor João Mendes and Rua Anita Garibaldi"
16,500000256,2,12,"[(-46.63310947787643, -23.550563256764917)]",Praça da Sé,"on the east side of Praça da Sé, 50m from the southeast corner of the junction of Largo São Francisco and Praça da Sé"
17,500000257,2,12,"[(-46.63719869297829, -23.54912963486915)]",Praça Ouvidor Pacheco e Silva,"on the east side of Rua Líbero Badaró, 200m from the south corner of the junction of Viaduto do Chá and Rua Líbero Badaró"
18,500000260,2,12,"[(-46.63253108532201, -23.548492158061485)]",Secretaria da Justiça e da Defesa da Cidadania,"on the north side of Rua Roberto Simonsen, 100m from the northwest corner of the junction of Praça Clóvis Beviláqua and Rua Roberto Simonsen"
19,500000261,2,12,"[(-46.63286065760456, -23.548620275017484)]",Secretaria da Justiça e da Defesa da Cidadania,"on the east side of Largo Pátio do Colégio, within 50m from the northeast corner of the junction of Rua Roberto Simonsen and Largo Pátio do Colégio"
20,500000265,2,12,"[(-46.627892271500976, -23.54413721009637)]",Catavento Cultural e Educacional,"on the south side of Viaduto Diário Popular, 200m from the northwest corner of the junction of Rua do Gasômetro and Viaduto Diário Popular"
21,500000369,2,12,"[(-46.63426920838822, -23.557954109790412)]",Alta,"on the north side of Rua Barão de Iguape, within 50m from the northwest corner of the junction of Rua da Glória and Rua Barão de Iguape"
22,500000370,2,12,"[(-46.63429699607554, -23.557615460387545)]",Rua da Glória nearby,"on the west side of Rua da Glória, 450m from the south corner of the junction of Rua Conde do Pinhal and Rua da Glória"
23,500000409,2,12,"[(-46.63621490001792, -23.551786354642033)]",Fórum Hely Lopes Meirelles,"on the east side of Avenida Vinte e Três de Maio, 400m from the north corner of the junction of Avenida Vinte e Três de Maio and Avenida Vinte e Três de Maio"
24,500000410,2,12,"[(-46.63380137382424, -23.552530049962147)]",Praça Doutor João Mendes,"on the east side of Avenida da Liberdade, 50m from the northeast corner of the junction of Rua da Glória and Avenida da Liberdade"
25,500000411,2,12,"[(-46.63398098605945, -23.552972933214274)]",Fórum João Mendes,"on the west side of Rua Conde do Pinhal, within 50m from the west corner of the junction of Rua Conselheiro Furtado and Rua Conde do Pinhal"
26,500000413,2,12,"[(-46.633281186504384, -23.551958704100844)]",Tribunal de Justiça de São Paulo,"on the west side of Rua Anita Garibaldi, 50m from the northwest corner of the junction of Praça Doutor João Mendes and Rua Anita Garibaldi"
27,500000415,2,12,"[(-46.63342147440193, -23.548266381411153)]",Tribunal de Justiça de São Paulo,"on the west side of Largo Pátio do Colégio, 50m from the northwest corner of the junction of Rua Roberto Simonsen and Largo Pátio do Colégio"
28,500000901,2,12,"[(-46.6303744414268, -23.55017837138265)]",Secretaria da Fazenda,"on the south side of Avenida Rangel Pestana, 100m from the east corner of the junction of Avenida Rangel Pestana and Avenida Rangel Pestana"
29,500002148,2,12,"[(-46.646786219338445, -23.548357684540246)]",Praça Franklin Roosevelt,"on the north side of Viaduto Júlio de Mesquita Filho, 400m from the north corner of the junction of unknown road and Viaduto Júlio de Mesquita Filho"
30,500002286,2,12,"[(-46.62697168826581, -23.55049352453218)]",Avenida do Estado nearby,"on the east side of Avenida do Estado, 300m from the southeast corner of the junction of Avenida do Estado and Avenida do Estado"
31,500002959,2,12,"[(-46.640196858499124, -23.5446811551993)]",Praça Ramos de Azevedo nearby,"on the west side of Praça Ramos de Azevedo, 50m from the west corner of the junction of Rua Conselheiro Crispiniano and Praça Ramos de Azevedo"
32,500002960,2,12,"[(-46.64096708562171, -23.545033151870932)]",Praça Ramos de Azevedo nearby,"on the north side of Praça Ramos de Azevedo, 100m from the west corner of the junction of Rua Conselheiro Crispiniano and Praça Ramos de Azevedo"
33,500002961,2,12,"[(-46.64009001175139, -23.544136592283337)]",Praça Ramos de Azevedo nearby,"on the west side of Praça Ramos de Azevedo, within 50m from the west corner of the junction of Rua Conselheiro Crispiniano and Praça Ramos de Azevedo"
34,500002962,2,12,"[(-46.63973984619425, -23.544394456600713)]",Praça Ramos de Azevedo nearby,"on the west side of Praça Ramos de Azevedo, within 50m from the west corner of the junction of Rua Conselheiro Crispiniano and Praça Ramos de Azevedo"
35,500002963,2,12,"[(-46.64024261516616, -23.54458411292323)]",Praça Ramos de Azevedo nearby,"on the west side of Praça Ramos de Azevedo, 50m from the west corner of the junction of Rua Conselheiro Crispiniano and Praça Ramos de Azevedo"
36,500002964,2,12,"[(-46.640723778772774, -23.544897852169786)]",Praça Ramos de Azevedo nearby,"on the west side of Praça Ramos de Azevedo, 100m from the west corner of the junction of Rua Conselheiro Crispiniano and Praça Ramos de Azevedo"
37,500002965,2,12,"[(-46.63988683864271, -23.543429854010515)]",Avenida São João nearby,"on the south side of Avenida São João, 50m from the west corner of the junction of Avenida São João and Avenida São João"
38,500002966,2,12,"[(-46.640067699776516, -23.544694704541016)]",Praça Ramos de Azevedo nearby,"on the west side of Praça Ramos de Azevedo, 50m from the west corner of the junction of Rua Conselheiro Crispiniano and Praça Ramos de Azevedo"
39,500002967,2,12,"[(-46.64222323394722, -23.545835551298715)]",Avenida São Luís nearby,"on the east side of Avenida São Luís, 50m from the southeast corner of the junction of Praça da República and Avenida São Luís"
40,500003175,2,12,"[(-46.61395709666151, -23.542560333413363)]",Rua Cavalheiro nearby,"on the west side of Rua Cavalheiro, 200m from the southwest corner of the junction of Rua do Hipódromo and Rua Cavalheiro"
41,500003176,2,12,"[(-46.61353463665016, -23.54266711696531)]",Rua Cavalheiro nearby,"on the east side of Rua Cavalheiro, 150m from the southwest corner of the junction of Rua do Hipódromo and Rua Cavalheiro"
42,500003177,2,12,"[(-46.61430638427014, -23.542766150647907)]",Rua Cavalheiro nearby,"on the west side of Rua Cavalheiro, 250m from the southwest corner of the junction of Rua do Hipódromo and Rua Cavalheiro"
43,500003179,2,12,"[(-46.61366539985429, -23.542706935352378)]",Rua Cavalheiro nearby,"on the south side of Rua Cavalheiro, 200m from the southwest corner of the junction of Rua do Hipódromo and Rua Cavalheiro"
44,500003180,2,12,"[(-46.61530250552824, -23.543426076278166)]",Rua Cavalheiro nearby,"on the west side of Rua Cavalheiro, 350m from the southwest corner of the junction of Rua do Hipódromo and Rua Cavalheiro"
45,500003182,2,12,"[(-46.61359181731149, -23.542920817002177)]",Rua Cavalheiro nearby,"on the east side of Rua Cavalheiro, 200m from the southwest corner of the junction of Rua do Hipódromo and Rua Cavalheiro"
46,500003186,2,12,"[(-46.615467483902314, -23.542535930233633)]",Rua Cavalheiro nearby,"on the north side of Rua Cavalheiro, 400m from the west corner of the junction of Rua do Hipódromo and Rua Cavalheiro"
