,road_id,road_name,road_level
0,200000089,广泽路,secondary
1,200000090,广泽路,secondary
2,200000091,广泽路,secondary
3,200000105,东五环,motorway
4,200000144,,motorway_link
5,200000145,,motorway_link
6,200000146,,motorway_link
7,200000147,北五环,motorway
8,200000151,,motorway_link
9,200000152,,motorway_link
10,200000153,,motorway_link
11,200000215,南湖中园二条,tertiary
12,200000243,,tertiary
13,200000244,,tertiary
14,200000246,利泽东二路,tertiary
15,200000785,阜通东大街,secondary
16,200000786,阜通东大街,secondary
17,200000787,阜通东大街,secondary
18,200001273,,tertiary
19,200001274,,tertiary
20,200001279,容达路,secondary
21,200001280,容达路,secondary
22,200001323,河荫西路,tertiary
23,200001324,河荫西路,tertiary
24,200001325,利泽中一路,tertiary
25,200001326,利泽中一路,tertiary
26,200001327,南湖北路,tertiary
27,200001328,,tertiary
28,200001329,河荫西路,tertiary
29,200001330,湖光北街,tertiary
30,200001337,,motorway_link
31,200001338,,motorway_link
32,200001497,湖光中街,tertiary
33,200001498,湖光中街,tertiary
34,200001506,,motorway_link
35,200001507,,motorway_link
36,200001560,,motorway_link
37,200001561,,motorway_link
38,200001562,,motorway_link
39,200001563,利泽东街,tertiary
40,200001564,利泽东街,tertiary
41,200001565,屏翠东路,tertiary
42,200001566,屏翠东路,tertiary
43,200001567,屏翠东路,tertiary
44,200001568,屏翠东路,tertiary
45,200001569,屏翠东路,tertiary
46,200001570,溪阳东路,tertiary
47,200001571,溪阳东路,tertiary
48,200001572,溪阳东路,tertiary
49,200001573,,tertiary
50,200001574,,motorway_link
51,200002155,北五环,motorway
52,200002156,北五环,motorway
53,200002157,北五环,motorway
54,200002158,北五环,motorway
55,200002159,北五环,motorway
56,200002160,北五环,motorway
57,200002161,北五环,motorway
58,200002162,五元桥,motorway
59,200002163,东五环,motorway
60,200002164,东五环,motorway
61,200002165,五元桥,motorway
62,200002663,京承高速,motorway
63,200002664,京承高速,motorway
64,200002667,京承高速,motorway
65,200002677,,motorway_link
66,200002679,京承高速,motorway
67,200002680,京承高速,motorway
68,200002681,京承高速,motorway
69,200002682,,motorway_link
70,200002686,北五环,motorway
71,200002687,北五环,motorway
72,200002688,,motorway_link
73,200002711,,motorway_link
74,200002712,,motorway_link
75,200002713,,motorway_link
76,200002715,,secondary
77,200002717,南春路,tertiary
78,200002718,,secondary
79,200002752,,motorway_link
80,200002755,容达路,secondary
81,200002760,,motorway_link
82,200002761,,motorway_link
83,200002762,,motorway_link
84,200002763,,tertiary
85,200002764,,tertiary
86,200002765,,tertiary
87,200002766,,tertiary
88,200002767,,motorway_link
89,200002768,,motorway_link
90,200002769,,motorway_link
91,200002770,,motorway_link
92,200002771,,motorway_link
93,200002772,,motorway_link
94,200002832,酒仙桥北路,tertiary
95,200002859,望京西路,tertiary
96,200002860,望京西路,tertiary
97,200002861,望京西路,tertiary
98,200002862,望京西路,tertiary
99,200002863,望京西路,tertiary
100,200002864,望京西路,tertiary
101,200002871,京密路,trunk
102,200002941,,tertiary
103,200002947,阜通东大街,tertiary
104,200002948,阜通东大街,tertiary
105,200002949,阜通东大街,tertiary
106,200002981,望花路,tertiary
107,200003535,,tertiary
108,200003966,创达路,tertiary
109,200003967,创达路,tertiary
110,200003968,创达路,tertiary
111,200003969,创达二路,tertiary
112,200004116,望京北路,tertiary
113,200004117,望京北路,tertiary
114,200004118,望京北路,tertiary
115,200004121,北五环,motorway
116,200005329,首都机场高速公路,motorway
117,200005330,首都机场高速公路,motorway
118,200005332,首都机场高速公路,motorway
119,200005333,首都机场高速公路,motorway
120,200005336,京密路,trunk
121,200005805,首都机场高速公路,motorway
122,200005806,首都机场高速公路,motorway
123,200005809,,motorway_link
124,200005810,,motorway_link
125,200005813,,motorway_link
126,200005815,,motorway_link
127,200005817,,motorway_link
128,200005818,,motorway_link
129,200005819,,motorway_link
130,200005820,,motorway_link
131,200005822,,motorway_link
132,200005823,,motorway_link
133,200005824,,motorway_link
134,200005825,,motorway_link
135,200005826,,motorway_link
136,200005827,,motorway_link
137,200005828,望京街,secondary
138,200005829,望京街,secondary
139,200005830,望京街,secondary
140,200005831,望京街,secondary
141,200005832,望京街,secondary
142,200005833,望京街,secondary
143,200005834,望京街,secondary
144,200006476,花家地街,secondary
145,200006477,,secondary
146,200006478,,secondary
147,200006479,,secondary
148,200006480,,secondary
149,200006481,京密路,trunk
150,200006482,京密路,trunk
151,200006525,阜通东大街,secondary
152,200006526,阜通东大街,secondary
153,200006527,阜通东大街,secondary
154,200006528,阜通东大街,secondary
155,200007544,首都机场高速公路,motorway
156,200007551,京密路,trunk
157,200007552,京密路,trunk
158,200007730,湖光中街,tertiary
159,200007731,湖光中街,tertiary
160,200007794,利泽西街,tertiary
161,200007795,利泽西街,tertiary
162,200007808,广顺北大街,secondary
163,200007809,广顺北大街,secondary
164,200007810,广顺北大街,secondary
165,200007811,利泽中街,tertiary
