,road_id,road_name
0,200000001,Morningside Road
1,200001458,Morningside Road
2,200004556,Morningside Road
3,200001144,Rhodes Drive
4,200000052,Rhodes Drive
5,200000011,
6,200001416,Rhodes Drive
7,200001211,Rhodes Drive
8,200000013,
9,200000056,Rhodes Drive
10,200000015,
11,200000017,Jan Smuts Drive
12,200002975,
13,200002974,Jan Smuts Drive
14,200001339,Jan Smuts Drive
15,200001651,Nelson Mandela Boulevard
16,200000030,
17,200000109,Strand Street
18,200001868,Strand Street
19,200000032,
20,200000035,Nelson Mandela Boulevard
21,200000033,
22,200001189,Nelson Mandela Boulevard
23,200000034,Nelson Mandela Boulevard
24,200000036,
25,200004425,Nelson Mandela Boulevard
26,200000045,Nelson Mandela Boulevard
27,200000039,
28,200000043,Nelson Mandela Boulevard
29,200001654,
30,200000044,Nelson Mandela Boulevard
31,200001649,Nelson Mandela Boulevard
32,200001650,Nelson Mandela Boulevard
33,200000046,
34,200003045,Jutland Avenue
35,200000049,Jutland Avenue
36,200001195,
37,200003046,Philip Kgosana Drive
38,200001205,Philip Kgosana Drive
39,200000050,
40,200000053,Rhodes Drive
41,200002076,Rhodes Drive
42,200000054,
43,200002078,
44,200001193,
45,200001657,Settlers Way
46,200002071,Settlers Way
47,200000055,
48,200004564,Woolsack Drive
49,200000774,
50,200000057,Woolsack Drive
51,200001204,Union Avenue
52,200000060,Union Avenue
53,200001829,
54,200001646,Rhodes Drive
55,200000064,
56,200001667,Settlers Way
57,200001670,Settlers Way
58,200000066,
59,200001223,
60,200001178,
61,200001659,Settlers Way
62,200001665,Settlers Way
63,200000067,
64,200000133,Black River Parkway
65,200000068,
66,200001574,Black River Parkway
67,200001583,Kromboom Parkway
68,200001578,Black River Parkway
69,200000069,
70,200001671,Settlers Way
71,200001660,Settlers Way
72,200000070,
73,200001658,Settlers Way
74,200000071,
75,200001577,Black River Parkway
76,200001579,Black River Parkway
77,200000072,
78,200001766,Raapenberg Road
79,200001761,Raapenberg Road
80,200000073,
81,200001656,Settlers Way
82,200001672,Settlers Way
83,200000074,
84,200000855,Settlers Way
85,200000075,
86,200001668,Settlers Way
87,200002951,Jan Smuts Drive
88,200000076,Jan Smuts Drive
89,200000088,
90,200000077,Jan Smuts Drive
91,200000078,Jan Smuts Drive
92,200000091,
93,200000079,Jan Smuts Drive
94,200000080,Jan Smuts Drive
95,200000086,
96,200001664,Settlers Way
97,200000082,
98,200004426,Settlers Way
99,200004169,
100,200000085,
101,200000093,Settlers Way
102,200000854,Settlers Way
103,200000083,
104,200000084,
105,200000089,
106,200001230,
107,200001226,
108,200000087,
109,200001225,
110,200001228,
111,200000090,
112,200000092,Settlers Way
113,200000097,
114,200000856,Settlers Way
115,200004151,Jan Smuts Drive
116,200004150,Jan Smuts Drive
117,200000098,
118,200001593,FW de Klerk Boulevard
119,200000112,
120,200000805,FW de Klerk Boulevard
121,200001653,FW de Klerk Boulevard
122,200000113,
123,200001592,FW de Klerk Boulevard
124,200001591,FW de Klerk Boulevard
125,200000115,
126,200002327,FW de Klerk Boulevard
127,200000116,FW de Klerk Boulevard
128,200000118,
129,200000120,
130,200002600,FW de Klerk Boulevard
131,200000119,
132,200001459,Black River Parkway
133,200001934,Black River Parkway
134,200001935,Koeberg Road
135,200000127,
136,200001207,Koeberg Road
137,200000128,Black River Parkway
138,200000129,Black River Parkway
139,200001944,
140,200001575,Black River Parkway
141,200000132,
142,200001580,Black River Parkway
143,200000137,
144,200000135,
145,200001615,
146,200000141,Kromboom Parkway
147,200000136,
148,200001764,Raapenberg Road
149,200001760,Raapenberg Road
150,200000138,
151,200001323,Kromboom Parkway
152,200001771,Kromboom Parkway
153,200000139,
154,200001772,
155,200001770,Kromboom Parkway
156,200000176,Liesbeek Parkway
157,200001749,Liesbeek Parkway
158,200001754,
159,200000182,Sawkins Road
160,200000183,Sawkins Road
161,200004577,Sawkins Road
162,200001769,Kromboom Parkway
163,200001521,Philip Kgosana Drive
164,200000235,Jutland Avenue
165,200002025,Roeland Street
166,200001331,Jutland Avenue
167,200000467,
168,200001666,Settlers Way
169,200000243,
170,200001614,Settlers Way
171,200001661,Settlers Way
172,200000325,
173,200001222,
174,200001179,
175,200001850,
176,200001853,
177,200001851,
178,200001854,
179,200000446,Koeberg Road
180,200001941,Koeberg Road
181,200001933,Black River Parkway
182,200001729,Philip Kgosana Drive
183,200000468,
184,200003044,Annandale Street
185,200000770,Jutland Avenue
186,200000480,
187,200002069,Nelson Mandela Boulevard
188,200002074,Nelson Mandela Boulevard
189,200000491,
190,200000632,Raapenberg Road
191,200001763,Raapenberg Road
192,200001674,
193,200003958,Woolsack Drive
194,200003959,Woolsack Drive
195,200000012,
196,200001652,Nelson Mandela Boulevard
197,200001648,Nelson Mandela Boulevard
198,200000745,
199,200003049,Philip Kgosana Drive
200,200000801,Philip Kgosana Drive
201,200000799,
202,200000803,
203,200001728,Philip Kgosana Drive
204,200000800,
205,200002070,Hospital Bend
206,200002072,Nelson Mandela Boulevard
207,200001864,F.W. de Klerk Boulevard
208,200000832,
209,200003012,Christiaan Barnard Street
210,200000849,
211,200001224,
212,200001141,
213,200001730,Philip Kgosana Drive
214,200001206,
215,200000850,
216,200001576,Black River Parkway
217,200001594,
218,200001852,
219,200003039,Adderley Street
220,200001208,
221,200001645,Rhodes Drive
222,200001827,Union Avenue
223,200001830,
224,200001669,Settlers Way
225,200001673,
226,200001662,Settlers Way
227,200001759,Raapenberg Road
228,200001927,
229,200001762,Raapenberg Road
230,200001926,Raapenberg Road
231,200001928,
232,200001822,Nelson Mandela Boulevard
233,200003002,
234,200001840,Marine Drive
235,200001841,
236,200001839,
237,200001865,F.W. de Klerk Boulevard
238,200001866,F.W. de Klerk Boulevard
239,200001867,
240,200002898,
241,200002899,Koeberg Road
242,200002067,Hospital Bend
243,200004446,
244,200002073,Settlers Way
245,200002068,Nelson Mandela Boulevard
246,200004445,Nelson Mandela Boulevard
247,200002661,Nelson Mandela Boulevard
248,200002660,
249,200002079,
250,200002077,
251,200002605,Darling Street
252,200002308,Darling Street
253,200002307,
254,200005329,Searle Street
255,200003080,Hanover Street
256,200002687,Searle Street
257,200004096,Main Road
258,200004095,Main Road
259,200004094,
260,200000019,
261,200004561,
262,200001522,Upper Orange Street
263,200005089,Upper Orange Street
264,200002118,Golf Park Road
265,200005202,Golf Park Road
266,200002740,Howard Drive
267,200000006,Avonduur Road
268,200005060,Forest Drive
269,200002744,Forest Drive
270,200002745,Howard Drive
271,200002750,Avonduur Road
272,200005339,Forest Drive
273,200001472,Forest Drive
274,200004353,Klipfontein Road
275,200000101,Klipfontein Road
276,200003551,Milner Road
277,200003877,Klipfontein Road
278,200001767,
279,200001756,Milner Road
280,200000100,Klipfontein Road
281,200003145,Strand Street
282,200000108,Strand Street
283,200003048,Adderley Street
284,200001849,Adderley Street
285,200002598,Strand Street
286,200003054,Strand Street
287,200000356,Adderley Street
288,200000179,Park Road
289,200000181,Belmont Road
290,200003863,Liesbeek Parkway
291,200000203,Camp Ground Road
292,200001143,Park Road
293,200004273,Liesbeek Parkway
294,200004181,Belmont Road
295,200001418,Camp Ground Road
296,200001484,Liesbeek Parkway
297,200005037,Durban Road
298,200001757,Durban Road
299,200000178,Liesbeek Parkway
300,200001748,Liesbeek Parkway
301,200001412,Durban Road
302,200005144,Durban Road
303,200001325,Sawkins Road
304,200001322,Klipfontein Road
305,200005145,Durban Road
