Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,English_Address
0,500000006,2,12,"[(139.76164813539535, 35.68403188331503)]",内堀通り nearby,"on the west side of 日比谷通り, 50m from the northwest corner of the junction of 丸の内 1st and 日比谷通り"
1,500000012,2,12,"[(139.76528044796913, 35.681573250790414)]",丸の内駅前広場,"on the north side of 丸の内室町線, 50m from the northeast corner of the junction of 大名小路 and 丸の内室町線"
2,500000013,2,12,"[(139.7676582652052, 35.68536062655232)]",江戸通り nearby,"on the west side of unknown road, 100m from the southwest corner of the junction of unknown road and unknown road"
3,500000014,2,12,"[(139.76710630800522, 35.68497822356199)]",永代通り nearby,"on the east side of 永代通り, 50m from the east corner of the junction of 錦町有楽町線 and 永代通り"
4,500000015,2,12,"[(139.76710501317035, 35.68589589906226)]",アーバンネット大手町ビル,"on the south side of unknown road, 50m from the west corner of the junction of unknown road and unknown road"
5,500000016,2,12,"[(139.7662163386909, 35.685309835335715)]",大手町野村ビル,"on the south side of 錦町有楽町線, 100m from the northeast corner of the junction of 永代通り and 錦町有楽町線"
6,500000017,2,12,"[(139.74331593298712, 35.68152651212273)]",国立劇場,"on the west side of 首都高速都心環状線, 200m from the south corner of the junction of 首都高速都心環状線 and 首都高速都心環状線"
7,500000018,2,12,"[(139.74266029339017, 35.68082134787995)]",演芸場,"on the east side of 首都高速4号新宿線, 400m from the southwest corner of the junction of 首都高速都心環状線 and 首都高速4号新宿線"
8,500000019,2,12,"[(139.73888100239392, 35.68107137587448)]",Toshi center hotel,"on the west side of 貝坂通り, 150m from the northwest corner of the junction of unknown road and 貝坂通り"
9,500000020,2,12,"[(139.742663138191, 35.68119044058714)]",伝統芸能情報センター,"on the east side of 首都高速4号新宿線, 350m from the southwest corner of the junction of 首都高速都心環状線 and 首都高速4号新宿線"
10,500000021,2,12,"[(139.74393035120025, 35.681783819835324)]",首都高速都心環状線 nearby,"on the north side of 首都高速都心環状線, 200m from the south corner of the junction of 首都高速都心環状線 and 首都高速都心環状線"
11,500000022,2,12,"[(139.74265022840638, 35.68225137095379)]",首都高速4号新宿線 nearby,"on the north side of 首都高速4号新宿線, 200m from the southwest corner of the junction of 首都高速都心環状線 and 首都高速4号新宿線"
12,500000023,2,12,"[(139.74287869090156, 35.68211520494414)]",託児所,"on the east side of 首都高速4号新宿線, 200m from the southwest corner of the junction of 首都高速都心環状線 and 首都高速4号新宿線"
13,500000024,2,12,"[(139.74373039409548, 35.682536465494)]",Parking 1,"on the west side of 首都高速都心環状線, 100m from the southwest corner of the junction of 首都高速都心環状線 and 首都高速都心環状線"
14,500000095,2,12,"[(139.74445838109952, 35.695605835569786)]",白百合学園中学校・高等学校,"on the west side of 靖国通り, within 50m from the north corner of the junction of unknown road and 靖国通り"
15,500000096,2,12,"[(139.7454591518697, 35.69565401088274)]",白百合学園小学校,"on the north side of 靖国通り, within 50m from the north corner of the junction of unknown road and 靖国通り"
16,500000097,2,12,"[(139.74458650198824, 35.69507428854134)]",シャルトル聖パウロ修道女会,"on the west side of 靖国通り, within 50m from the northwest corner of the junction of unknown road and 靖国通り"
17,500000217,2,12,"[(139.76353926412753, 35.67357910854276)]",東京高速道路KK線 nearby,"on the north side of 東京高速道路KK線, 900m from the northeast corner of the junction of unknown road and 東京高速道路KK線"
18,500000218,2,12,"[(139.76273383530824, 35.673585123523296)]",有楽町マリオン,"on the west side of 東京高速道路KK線, 850m from the north corner of the junction of unknown road and 東京高速道路KK線"
19,500000219,2,12,"[(139.76382409209066, 35.67417419322015)]",有楽町イトシア,"on the west side of 東京高速道路KK線, 750m from the northeast corner of the junction of unknown road and 東京高速道路KK線"
20,500000220,2,12,"[(139.7632220748227, 35.67416555896485)]",イトシアプラザ,"on the east side of 大名小路, 50m from the northeast corner of the junction of 晴海通り and 大名小路"
21,500000221,2,12,"[(139.76278533333334, 35.67422633333333)]",大名小路 nearby,"on the east side of 大名小路, 150m from the south corner of the junction of 丸の内 5th and 大名小路"
22,500000236,2,12,"[(139.76319807387864, 35.67212811486091)]",銀座ソニーパーク,"on the east side of 外堀通り, within 50m from the south corner of the junction of 晴海通り and 外堀通り"
23,500000442,2,12,"[(139.75387849999998, 35.69026)]",国立公文書館,"on the east side of 首都高速5号池袋線, 800m from the south corner of the junction of 首都高速5号池袋線 and 首都高速5号池袋線"
24,500000443,2,12,"[(139.75459919854586, 35.6905135037066)]",東京国立近代美術館,"on the east side of 首都高速5号池袋線, 750m from the south corner of the junction of 首都高速5号池袋線 and 首都高速5号池袋線"
25,500000446,2,12,"[(139.74496444199536, 35.68598514527233)]",千鳥ヶ淵公園,"on the south side of 首都高速都心環状線, 450m from the north corner of the junction of 首都高速4号新宿線 and 首都高速都心環状線"
26,500000922,2,12,"[(139.76177932733125, 35.67493297867699)]",有楽町ビルヂング,"on the west side of 大名小路, 100m from the southwest corner of the junction of 丸の内 5th and 大名小路"
27,500001264,2,12,"[(139.7431143143643, 35.68320125185514)]",東京FM通り nearby,"on the west side of 首都高速都心環状線, 50m from the west corner of the junction of 首都高速都心環状線 and 首都高速都心環状線"
28,500002296,2,12,"[(139.76260099515667, 35.676686419939784)]",新日石ビルヂング,"on the north side of 大名小路, 50m from the north corner of the junction of 丸の内 5th and 大名小路"
29,500002297,2,12,"[(139.77021050366412, 35.68301456622471)]",鉄鋼ビルディング,"on the north side of 首都高速八重洲線, 950m from the southeast corner of the junction of 首都高速都心環状線 and 首都高速八重洲線"
30,500002298,2,12,"[(139.76972449999997, 35.683236)]",丸の内トラストタワーN館,"on the south side of 永代通り, 100m from the southeast corner of the junction of 江戸通り and 永代通り"
31,500002299,2,12,"[(139.76858523601143, 35.683714928162644)]",サピアタワー,"on the west side of 外堀通り, 300m from the north corner of the junction of 八重洲通り and 外堀通り"
32,500002300,2,12,"[(139.76840596190397, 35.683053695868566)]",新幹線総合指令所,"on the south side of 永代通り, 200m from the west corner of the junction of 外堀通り and 永代通り"
33,500002301,2,12,"[(139.76889053238904, 35.68307133011511)]",丸の内中央ビル,"on the south side of 永代通り, 150m from the west corner of the junction of 外堀通り and 永代通り"
34,500002384,2,12,"[(139.7671148041886, 35.68936290577813)]",外堀通り nearby,"on the south side of 外堀通り, within 50m from the southeast corner of the junction of unknown road and 外堀通り"
35,500002385,2,12,"[(139.76903320805053, 35.688214675433635)]",首都高速都心環状線 nearby,"on the north side of 首都高速都心環状線, 200m from the east corner of the junction of 首都高速道路 and 首都高速都心環状線"
36,500002386,2,12,"[(139.7675854683051, 35.68914554961002)]",千代田区立スポーツセンター,"on the east side of 首都高速八重洲線, 100m from the east corner of the junction of 首都高速都心環状線 and 首都高速八重洲線"
37,500002387,2,12,"[(139.76814745343125, 35.68906715207664)]",東京都千代田合同庁舎,"on the north side of 首都高速都心環状線, 50m from the east corner of the junction of 首都高速道路 and 首都高速都心環状線"
38,500002388,2,12,"[(139.765119306009, 35.689551823198116)]",首都高速道路 nearby,"on the north side of 首都高速都心環状線, 300m from the east corner of the junction of 首都高速都心環状線 and 首都高速都心環状線"
39,500002389,2,12,"[(139.7670822490536, 35.689171793317094)]",三井ガーデンホテル大手町,"on the north side of 首都高速八重洲線, 100m from the east corner of the junction of 首都高速都心環状線 and 首都高速八重洲線"
40,500002390,2,12,"[(139.76532503695492, 35.689502213229865)]",首都高速道路 nearby,"on the north side of 首都高速都心環状線, 300m from the east corner of the junction of 首都高速都心環状線 and 首都高速都心環状線"
41,500002391,2,12,"[(139.76486397073867, 35.68959337608905)]",首都高速道路 nearby,"on the north side of 首都高速都心環状線, 250m from the southeast corner of the junction of 首都高速都心環状線 and 首都高速都心環状線"
42,500002392,2,12,"[(139.76845756656803, 35.68893555278354)]",外堀通り nearby,"on the west side of 外堀通り, 150m from the northwest corner of the junction of 江戸通り and 外堀通り"
43,500002417,2,12,"[(139.76786452923884, 35.685868225720576)]",NTTデータ大手町ビル,"on the south side of unknown road, within 50m from the southwest corner of the junction of unknown road and unknown road"
44,500002624,2,12,"[(139.75704201860307, 35.69170379272064)]",一橋総合ビル,"on the south side of 首都高速5号池袋線, 200m from the southeast corner of the junction of unknown road and 首都高速5号池袋線"
45,500002625,2,12,"[(139.75656476123714, 35.6920609517844)]",住友商事竹橋ビル,"on the south side of 首都高速5号池袋線, 500m from the southeast corner of the junction of 首都高速5号池袋線 and 首都高速5号池袋線"
46,500002632,2,12,"[(139.7616022159315, 35.688861795517134)]",東京消防庁,"on the north side of unknown road, 200m from the west corner of the junction of 日比谷通り and unknown road"
47,500002672,2,12,"[(139.78452503392487, 35.68880758840701)]",中央区立 久松小学校,"on the north side of 金座通り, 50m from the west corner of the junction of 清洲橋通り and 金座通り"
48,500002803,2,12,"[(139.7669384684333, 35.677978967520616)]",パシフィックセンチュリープレイス丸の内,"on the north side of 首都高速八重洲線, 1550m from the south corner of the junction of 首都高速都心環状線 and 首都高速八重洲線"
49,500002804,2,12,"[(139.76737393963236, 35.67863753431657)]",グラントウキョウサウスタワー,"on the north side of 首都高速八重洲線, 1450m from the south corner of the junction of 首都高速都心環状線 and 首都高速八重洲線"
50,500003320,2,12,"[(139.7698335853712, 35.67924590742418)]",八重洲通り nearby,"on the east side of 首都高速八重洲線, 50m from the southeast corner of the junction of unknown road and 首都高速八重洲線"
51,500003321,2,12,"[(139.76920660379838, 35.67914454407327)]",東京ミッドタウン八重洲,"on the east side of 首都高速八重洲線, 1300m from the south corner of the junction of 首都高速都心環状線 and 首都高速八重洲線"
52,500003322,2,12,"[(139.76942863885665, 35.67983193919745)]",YAMMAR TOKYO,nan
53,500003323,2,12,"[(139.77005600138324, 35.679584140028155)]",八重洲通り nearby,"on the east side of 首都高速八重洲線, within 50m from the southeast corner of the junction of unknown road and 首都高速八重洲線"
54,500003324,2,12,"[(139.76916500000002, 35.6799505)]",首都高速八重洲線 nearby,"on the east side of 首都高速八重洲線, within 50m from the southeast corner of the junction of unknown road and 首都高速八重洲線"
55,500003325,2,12,"[(139.76996856496524, 35.68113044590569)]",外堀通り nearby,"on the east side of 首都高速八重洲線, 1100m from the southeast corner of the junction of 首都高速都心環状線 and 首都高速八重洲線"
