,road_id,road_name
0,200000482,Pont Marie
1,200000000,Rue des Deux Ponts
2,200003555,Pont Marie
3,200001867,Square Courteline
4,200000333,Boulevard de Picpus
5,200000016,Square Courteline
6,200000029,Rue de Wattignies
7,200002687,Rue de Wattignies
8,200003469,Rue de Wattignies
9,200000040,Quai de Conti
10,200002870,Quai Voltaire
11,200000036,Rue des Saints-Pères
12,200000058,Boulevard Saint-Jacques
13,200000047,Boulevard Auguste Blanqui
14,200000239,Rue de la Santé
15,200002384,Place Denfert-Rochereau
16,200001153,Place Denfert-Rochereau
17,200002068,Rue de Saussure
18,200000060,Boulevard Pereire
19,200004036,Rue de Saussure
20,200004233,Avenue de France
21,200000063,Avenue de France
22,200002752,Avenue de France
23,200000071,
24,200002843,Avenue de France
25,200003482,
26,200003982,Rue Bobillot
27,200000072,Rue Bobillot
28,200001847,Rue Bobillot
29,200001141,Place d'Italie
30,200002136,Place d'Italie
31,200000074,Boulevard Auguste Blanqui
32,200001084,Boulevard Haussmann
33,200001088,Boulevard Haussmann
34,200000089,Rue Scribe
35,200001936,Square Courteline
36,200001937,Square Courteline
37,200000090,Boulevard de Picpus
38,200001225,Avenue Victoria
39,200001226,Avenue Victoria
40,200000092,Rue Saint-Martin
41,200002917,Boulevard Romain Rolland
42,200000094,Boulevard Romain Rolland
43,200000741,Rue Maurice Arnoux
44,200000096,Boulevard Garibaldi
45,200002915,Boulevard Garibaldi
46,200000185,Avenue de Suffren
47,200000097,Place des Martyrs Juifs du Vélodrome
48,200000660,
49,200003277,Pont de Bir Hakeim
50,200002813,Place Denfert-Rochereau
51,200001397,Place Denfert-Rochereau
52,200000105,Avenue René Coty
53,200003562,Rue de l'Ancienne Comédie
54,200000112,Rue Dauphine
55,200000515,Rue de l'Ancienne Comédie
56,200002682,Boulevard Périphérique Intérieur
57,200003280,Boulevard Périphérique Intérieur
58,200000113,
59,200000401,Boulevard Périphérique Extérieur
60,200002660,Boulevard Périphérique Extérieur
61,200000114,
62,200000403,Boulevard Périphérique Intérieur
63,200000404,Boulevard Périphérique Intérieur
64,200000115,
65,200000371,Boulevard Périphérique Extérieur
66,200002953,Boulevard Périphérique Extérieur
67,200000116,
68,200001474,Autoroute de l’Est
69,200000279,
70,200000121,
71,200002902,
72,200000122,
73,200000944,
74,200001837,
75,200000282,Quai de Bercy
76,200000123,Quai de Bercy
77,200000125,
78,200002558,Boulevard Périphérique Intérieur
79,200000280,Boulevard Périphérique Intérieur
80,200000124,
81,200002655,Boulevard Périphérique Intérieur
82,200000126,
83,200001744,Boulevard Périphérique Intérieur
84,200000142,Avenue de New York
85,200002654,Avenue de New York
86,200001853,Avenue de New York
87,200001871,Avenue de New York
88,200000143,Avenue de New York
89,200000762,Place de l'Alma
90,200001489,Voie Georges-Pompidou
91,200000752,Voie Georges-Pompidou
92,200000145,
93,200001308,Voie Georges-Pompidou
94,200000147,
95,200001309,Voie Georges-Pompidou
96,200002501,Place du Maréchal Juin
97,200002492,Place du Maréchal Juin
98,200000153,Boulevard Pereire
99,200002495,Place du Maréchal Juin
100,200002496,Place du Maréchal Juin
101,200000155,Boulevard Pereire
102,200000161,Pont de Neuilly
103,200001934,
104,200000176,Avenue Charles de Gaulle
105,200000165,
106,200002861,
107,200000163,
108,200001888,Boulevard Périphérique Intérieur
109,200001887,Boulevard Périphérique Intérieur
110,200000164,
111,200001136,
112,200000879,
113,200002403,Boulevard Périphérique Extérieur
114,200000728,Boulevard Périphérique Extérieur
115,200003445,Boulevard Pershing
116,200003139,Boulevard Pershing
117,200000167,Boulevard Pershing
118,200000173,Route de la Porte des Sablons à la Porte Maillot
119,200000174,Route de la Porte des Sablons à la Porte Maillot
120,200003271,Rue du Général Anselin
121,200001270,Avenue Charles de Gaulle
122,200003289,
123,200002817,Rue Gabriel Péri
124,200000974,Rue Gabriel Péri
125,200000187,
126,200002245,Boulevard Périphérique Extérieur
127,200000978,Boulevard Périphérique Extérieur
128,200000188,
129,200000502,Rue Rambuteau
130,200000191,Rue des Francs Bourgeois
131,200000590,Rue des Archives
132,200000563,Place de Breteuil
133,200003176,Place de Breteuil
134,200000192,Avenue de Breteuil
135,200000195,Autoroute de l’Est
136,200002853,Autoroute de l’Est
137,200003135,
138,200000196,Rue de la Défense
139,200001764,Rue de la Défense
140,200003508,Rue de la Défense
141,200002144,Place de la Porte de Saint-Cloud
142,200001926,Place de la Porte de Saint-Cloud
