,road_id,road_name
0,200000052,首都高速都心環状線
1,200015015,首都高速都心環状線
2,200015013,首都高速都心環状線
3,200013704,首都高速都心環状線
4,200000054,首都高速都心環状線
5,200002654,首都高速都心環状線
6,200000056,首都高速都心環状線
7,200012783,
8,200000062,首都高速都心環状線
9,200000061,
10,200015014,首都高速都心環状線
11,200000063,
12,200014550,東京高速道路KK線
13,200022057,御幸通り
14,200000150,清杉通り
15,200001421,御幸通り
16,200014782,青山通り
17,200014783,
18,200000352,首都高速5号池袋線
19,200000353,首都高速5号池袋線
20,200018607,首都高速5号池袋線
21,200000354,首都高速5号池袋線
22,200005365,
23,200000876,首都高速都心環状線
24,200000441,首都高速5号池袋線
25,200000417,首都高速都心環状線
26,200000418,首都高速都心環状線
27,200000419,首都高速都心環状線
28,200000422,首都高速都心環状線
29,200013973,首都高速八重洲線
30,200000420,首都高速都心環状線
31,200000421,首都高速都心環状線
32,200002639,首都高速都心環状線
33,200002648,首都高速6号向島線
34,200000459,首都高速都心環状線
35,200002655,首都高速都心環状線
36,200005328,
37,200000875,首都高速都心環状線
38,200000463,首都高速都心環状線
39,200000461,首都高速4号新宿線
40,200010014,首都高速都心環状線
41,200000462,首都高速都心環状線
42,200000464,首都高速都心環状線
43,200000467,東京高速道路KK線
44,200002134,東京高速道路KK線
45,200013049,首都高速八重洲線
46,200008577,首都高速4号新宿線
47,200000503,首都高速都心環状線
48,200000505,首都高速4号新宿線
49,200001793,首都高速都心環状線
50,200013261,首都高速都心環状線
51,200000504,首都高速4号新宿線
52,200013045,首都高速都心環状線
53,200000535,首都高速都心環状線
54,200001792,首都高速都心環状線
55,200000849,日比谷通り
56,200000850,日比谷通り
57,200000878,首都高速道路
58,200003049,首都高速都心環状線
59,200007452,首都高速都心環状線
60,200000877,首都高速5号池袋線
61,200009921,
62,200002646,首都高速都心環状線
63,200002647,首都高速都心環状線
64,200000934,
65,200001107,首都高速6号向島線
66,200002658,首都高速6号向島線
67,200001424,清洲橋通り
68,200001676,神田金物通り
69,200001419,清洲橋通り
70,200011859,外堀通り
71,200001428,外堀通り
72,200028680,外堀通り
73,200001921,昭和通り
74,200001922,昭和通り
75,200009909,首都高速道路
76,200004144,日比谷通り
77,200004145,日比谷通り
78,200002037,丸の内 5th
79,200016424,東京高速道路KK線
80,200002135,
81,200021150,昭和通り
82,200021151,昭和通り
83,200002139,
84,200002662,首都高速6号向島線
85,200002164,
86,200002649,首都高速6号向島線
87,200002165,首都高速八重洲線
88,200016226,
89,200020202,首都高速都心環状線
90,200009758,首都高速都心環状線
91,200002241,首都高速1号上野線
92,200009753,首都高速1号上野線
93,200013832,
94,200002657,首都高速都心環状線
95,200002637,首都高速5号池袋線
96,200016804,首都高速9号深川線
97,200017722,首都高速6号向島線
98,200013703,首都高速都心環状線
99,200002653,
100,200015721,内堀通り
101,200002939,
102,200015722,内堀通り
103,200013999,青山通り
