Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,English_Address
0,500000000,2,12,"[(-122.42180797921871, 37.76855907556702)]",Valencia Street nearby,"on the east side of Valencia Street, 150m from the south corner of the junction of Duboce Avenue and Valencia Street"
1,500000001,2,12,"[(-122.44751077742504, 37.77233318137866)]",Panhandle,"on the east side of Fell Street, within 50m from the east corner of the junction of Fell Street and Fell Street"
2,500000015,2,12,"[(-122.39962615501315, 37.7643292405862)]",Jackson Park,"on the north side of Mariposa Street, 450m from the west corner of the junction of Mississippi Street and Mariposa Street"
3,500000018,2,12,"[(-122.42713399050844, 37.759756181253756)]",Mission Dolores Park,"on the south side of 18th Street, 150m from the southwest corner of the junction of Dolores Street and 18th Street"
4,500000019,2,12,"[(-122.40624054657044, 37.749714798551906)]",Rolph Playground,"on the west side of unknown road, 50m from the west corner of the junction of Potrero Avenue and unknown road"
5,500000023,2,12,"[(-122.41224980986587, 37.750207332665205)]",Garfield Square,"on the south side of Harrison Street, 200m from the south corner of the junction of 24th Street and Harrison Street"
6,500000026,2,12,"[(-122.45148981024855, 37.75591472295483)]",Panorama Drive nearby,"on the north side of Panorama Drive, 1000m from the north corner of the junction of Twin Peaks Boulevard and Panorama Drive"
7,500000038,2,12,"[(-122.40510843010965, 37.75062742870527)]",Potrero Del Sol Park,"on the north side of unknown road, 50m from the northwest corner of the junction of unknown road and unknown road"
8,500000039,2,12,"[(-122.40607219206323, 37.75331520681883)]",Walgreens,"on the east side of Potrero Avenue, 1050m from the south corner of the junction of unknown road and Potrero Avenue"
9,500000040,2,12,"[(-122.40536542020625, 37.7563266569471)]",San Francisco General Hospital,"on the south side of James Lick Freeway, 950m from the south corner of the junction of unknown road and James Lick Freeway"
10,500000076,2,12,"[(-122.42730454706923, 37.76200237352536)]",Mission High School,"on the south side of 17th Street, 100m from the southeast corner of the junction of 17th Street and 17th Street"
11,500000096,2,12,"[(-122.40944151181759, 37.765015783553245)]",Franklin Square,"on the south side of 16th Street, 150m from the southeast corner of the junction of Bryant Street and 16th Street"
12,500000097,2,12,"[(-122.40854323435518, 37.76484838719942)]",17th Street nearby,"on the north side of 17th Street, 150m from the east corner of the junction of Bryant Street and 17th Street"
