Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,English_Address
0,500000002,2,12,"[(151.2202071042139, -33.879583695991045)]",Green Park,"on the east side of Darlinghurst Road, 200m from the northeast corner of the junction of unknown road and Darlinghurst Road"
1,500000009,2,12,"[(151.1914036879698, -33.87299453970239)]",Fish Market,"on the west side of Pyrmont Bridge Road, 50m from the northwest corner of the junction of Wattle Street and Pyrmont Bridge Road"
2,500000010,2,12,"[(151.19058104944617, -33.87235251729752)]",Western Distributor Onramp nearby,"on the west side of Western Distributor Onramp, 200m from the west corner of the junction of unknown road and Western Distributor Onramp"
3,500000011,2,12,"[(151.1894397949611, -33.87200879101246)]",Western Distributor Onramp nearby,"on the west side of Western Distributor, 1050m from the southeast corner of the junction of Western Distributor Onramp and Western Distributor"
4,500000012,2,12,"[(151.17887712675315, -33.8944391471792)]",Camperdown Memorial Rest Park,"on the west side of King Street, 300m from the west corner of the junction of Missenden Road and King Street"
5,500000013,2,12,"[(151.22387537451092, -33.897818566709525)]",Parklands Sports Centre,"on the north side of Anzac Parade, 450m from the southeast corner of the junction of Lang Road and Anzac Parade"
6,500000014,2,12,"[(151.23362116351194, -33.88037229145745)]",Trumper Oval,"on the east side of Glenmore Road, 50m from the east corner of the junction of unknown road and Glenmore Road"
7,500000019,2,12,"[(151.21434784043652, -33.872348155104426)]",Phillip Park,"on the south side of Saint Marys Road, within 50m from the southwest corner of the junction of Sir John Young Crescent and Saint Marys Road"
8,500000020,2,12,"[(151.20261019411575, -33.87652428523771)]",Chinese Garden of Friendship,"on the west side of Harbour Street, 50m from the northwest corner of the junction of Pier Street and Harbour Street"
9,500000021,2,12,"[(151.20492467553882, -33.88801871519138)]",Prince Alfred Park,"on the east side of Cleveland Street, 50m from the east corner of the junction of Regent Street and Cleveland Street"
10,500000022,2,12,"[(151.2126855340744, -33.88297772699697)]",Frog Hollow Reserve,"on the east side of Albion Street, 350m from the east corner of the junction of Elizabeth Street and Albion Street"
11,500000023,2,12,"[(151.20751341335043, -33.881245892709195)]",Belmore Park,"on the north side of Eddy Avenue, 50m from the north corner of the junction of Foveaux Street and Eddy Avenue"
12,500000024,2,12,"[(151.20604997515667, -33.89457334933293)]",Redfern Park,"on the south side of Cleveland Street, 50m from the south corner of the junction of Elizabeth Street and Cleveland Street"
13,500000031,2,12,"[(151.19975661281882, -33.88523338095065)]",The Brewery Yard,"on the east side of Abercrombie Street, 350m from the north corner of the junction of Cleveland Street and Abercrombie Street"
14,500000032,2,12,"[(151.19930912963542, -33.882155692348555)]",TAFE NSW Ultimo,"on the south side of Harris Street, 350m from the south corner of the junction of William Henry Street and Harris Street"
15,500000033,2,12,"[(151.21939922652686, -33.88470804883569)]",Moore Park Road Offramp nearby,"on the east side of Anzac Parade Offramp, within 50m from the east corner of the junction of Eastern Distributor and Anzac Parade Offramp"
