,road_id,road_name
0,200000100,
1,200004909,
2,200003136,Aloysius Soares Marg
3,200000180,Sion Bandra Link Road
4,200003759,Sion Bandra Link Road
5,200002851,Sealink Road
6,200005892,
7,200000182,
8,200003152,
9,200000190,Ambedkar Chok
10,200004275,Ambedkar Chok
11,200000188,Road No 13
12,200004274,Ambedkar Chok
13,200004276,Ambedkar Chok
14,200000191,S D Mandir Marg
15,200002659,Western Express Highway
16,200004196,Western Express Highway
17,200000200,
18,200001952,Air Port Road
19,200001953,Air Port Road
20,200000213,
21,200003506,Road No 7
22,200000217,Station Road
23,200006007,Road No 7
24,200000303,Bandra Kurla Complex Road
25,200000304,Bandra Kurla Complex Road
26,200003789,
27,200000306,Bandra Kurla Complex Road
28,200002855,BKC - Sealink Road
29,200000307,Bandra Kurla Complex Road
30,200006192,Chitrakar Durandhar Road (2nd Road)
31,200000345,Chitrakar Durandhar Road (2nd Road)
32,200004614,Chitrakar Durandhar Road (2nd Road)
33,200001532,
34,200004686,
35,200000366,
36,200001586,
37,200000372,
38,200000903,
39,200000375,Western Freeway
40,200000398,Mahim Interchange
41,200003312,
42,200004187,Swami Vivekanand Road
43,200004188,Swami Vivekanand Road
44,200000376,
45,200004207,Western Express Highway
46,200000377,Western Express Highway
47,200002852,BKC - Sealink Road
48,200000574,Sion Bandra Link Road
49,200002657,Western Express Highway
50,200000378,
51,200000379,
52,200002252,
53,200001521,Western Express Highway
54,200001284,
55,200000395,Western Express Highway
56,200000396,Western Express Highway
57,200001919,
58,200004198,Western Express Highway
59,200002212,
60,200000402,Mahim Interchange
61,200004479,Mahim Interchange
62,200000397,
63,200000404,
64,200004478,
65,200004202,Swami Vivekanand Road
66,200000463,SL Raheja Hospital Marg
67,200003735,Eastern Express Highway
68,200002015,Eastern Express Highway
69,200000718,
70,200002017,Eastern Express Highway
71,200002024,Eastern Express Highway
72,200000719,
73,200001628,Cama Lane
74,200000769,Jugaldas Modi Marg
75,200005494,Cama Lane
76,200004245,Eastern Freeway
77,200001597,Eastern Freeway
78,200000780,D P Road
79,200001974,Sion Panvel Highway
80,200004922,Sion Panvel Highway
81,200000799,Waman Tukaram Patil Marg (Ghatkopar Sewri Wadala Road)
82,200000875,Waman Tukaram Patil Marg
83,200000874,Waman Tukaram Patil Marg (Ghatkopar Sewri Wadala Road)
84,200002404,Service Road
85,200000858,Road No 1
86,200001281,
87,200000866,
88,200004926,
89,200003002,
90,200001993,Eastern Express Highway
91,200000900,Eastern Express Highway
92,200000923,
93,200004234,Sion Panvel Highway
94,200000901,Sion Panvel Highway
95,200001975,Eastern Express Highway
96,200001976,Eastern Express Highway
97,200000902,Sion Panvel Highway
98,200000904,
99,200000905,
100,200001716,LBS Marg
101,200002393,Road No 1
102,200004526,Dr Babasaheb Ambedkar Udyan Circle
103,200004246,Dr Babasaheb Ambedkar Udyan Circle
104,200000914,D Saraswati Marg (Central Avenue)
105,200000915,Dr Babasaheb Ambedkar Udyan Circle
106,200000916,Dr Babasaheb Ambedkar Udyan Circle
107,200003916,Road No 19
108,200000924,
109,200003437,
110,200002297,
111,200000926,
112,200005645,
113,200000927,
114,200003441,K N Gaiakwad Marg
115,200001003,Sion Bandra Link Road
116,200004472,Sion Bandra Link Road
117,200000995,
118,200001001,Dharavi Depot Road
119,200003021,Dharavi Depot Road
120,200001359,Sant Rohidas Marg
121,200002594,Eastern Express Highway
122,200001049,
123,200002028,Eastern Express Highway
124,200001050,
125,200001051,
126,200003470,
127,200002429,Service Road
128,200001052,
129,200004480,
130,200001053,Chheda Nagar Service Road
131,200001498,
132,200004201,Western Express Highway
133,200001878,
134,200001854,LBS Marg
135,200001855,LBS Marg
136,200001239,Telephone Exchange Road
137,200001285,
138,200001505,Service Road
139,200001286,
140,200004199,Western Express Highway
141,200001287,
142,200004105,Western Express Highway
143,200001933,
144,200001290,
145,200004200,
146,200003656,Eastern Express Highway
147,200002592,Eastern Express Highway
148,200001351,Western Express Highway
149,200004206,Western Express Highway
150,200004723,
151,200001601,
152,200001610,Eastern Freeway
153,200002759,Pipeline Road
154,200001489,
155,200005798,Pipeline Road
156,200003309,
157,200003704,
158,200001490,Lokmanya Tilak Terminus Road
159,200001522,Lokmanya Tilak Terminus Road
160,200001520,
161,200001491,
162,200001514,Santa Cruz – Chembur Link Road
163,200001525,Santa Cruz – Chembur Link Road
164,200001495,Santa Cruz – Chembur Link Road
165,200001499,Santa Cruz – Chembur Link Road
166,200001524,Santa Cruz – Chembur Link Road
167,200001526,Santa Cruz – Chembur Link Road
168,200001500,Santa Cruz – Chembur Link Road
169,200001528,
170,200001523,Santa Cruz – Chembur Link Road
171,200002018,Eastern Express Highway
172,200001502,Santa Cruz – Chembur Link Road
173,200003792,Santa Cruz – Chembur Link Road
174,200003788,Santa Cruz – Chembur Link Road
175,200001504,Santa Cruz – Chembur Link Road
176,200001913,Santa Cruz – Chembur Link Road
177,200003790,Santa Cruz – Chembur Link Road
178,200001510,
179,200001513,Santa Cruz – Chembur Link Road
180,200001515,
181,200001516,
182,200001517,
183,200001594,Kohinoor City Road
184,200002730,
185,200002731,
186,200001533,
187,200005487,Kanzul Iman Road
188,200001543,Kanzul Iman Road
189,200001549,Kanzul Iman Road
190,200005577,D P Road
191,200001598,
192,200002105,D P Road
193,200001609,Eastern Freeway
194,200003799,
195,200003447,Cama Lane
196,200001631,Mahatma Gandhi Road
197,200003448,Cama Lane
198,200001904,Swami Vivekanand Road
199,200001905,Swami Vivekanand Road
200,200001781,
201,200001931,
202,200001927,
203,200002725,Lady Jamshedji Road
204,200004210,Swami Vivekanand Road
205,200001883,
206,200003884,L K Mehta Marg
207,200004177,
208,200004626,Sant Shitolebaba Maharaj Marg
209,200001947,Ghatkopar-Andheri Link Road Extention
210,200004634,Sant Shitolebaba Maharaj Marg
211,200002669,
212,200002670,
213,200001985,
214,200004248,Dr Babasaheb Ambedkar Udyan Circle
215,200004247,Dr Babasaheb Ambedkar Udyan Circle
216,200001990,D Saraswati Marg (Central Avenue)
217,200001992,Sion Panvel Highway
218,200002277,Sewri-Chembur Road
219,200004229,Sion Panvel Highway
220,200002019,Sion Panvel Highway
221,200001994,Sion Panvel Highway
222,200001995,Sion Panvel Highway
223,200001999,BKC - Eastern Express Highway Road
224,200002678,
225,200002728,
226,200003247,
227,200002023,Eastern Express Highway
228,200002022,Eastern Express Highway
229,200004421,
230,200002027,Eastern Express Highway
231,200002873,Eastern Express Highway
232,200002871,
233,200003798,Eastern Express Highway
234,200002870,
235,200002864,Ghatkopar - Mankhurd Link Road
236,200002087,Jeejabai Bhosale Marg
237,200003800,Mankhurd - EEH Link Road
238,200004197,Western Express Highway
239,200002210,Western Express Highway
240,200004452,
241,200002729,
242,200002240,
243,200004230,Sion Panvel Highway
244,200002266,
245,200003430,Mahatma Gandhi Road
246,200003431,Mahatma Gandhi Road
247,200002293,Vallabh Baug Lane
248,200004908,
249,200004907,
250,200002296,Aloysius Soares Marg
251,200002450,
252,200002314,
253,200002313,
254,200003531,
255,200004204,
256,200002342,
257,200003191,Madhusudan Kalekar Marg
258,200003192,Madhusudan Kalekar Marg
259,200002401,Road No 1
260,200002677,
261,200004455,
262,200002679,BKC - Eastern Express Highway Road
263,200004463,BKC - Eastern Express Highway Road
264,200004460,Avenue 3
265,200002684,P V Avsare Marg
266,200004861,P V Avsare Marg
267,200003095,
268,200002700,
269,200004952,
270,200002701,
271,200002755,Ratilal Mehta Marg
272,200002756,Ratilal Mehta Marg
273,200003305,Ratilal Mehta Marg
274,200002862,Ghatkopar - Mankhurd Link Road
275,200002863,Ghatkopar - Mankhurd Link Road
276,200003006,
277,200002865,Jeejabai Bhosale Marg
278,200003347,
279,200004107,Ghatkopar - Mankhurd Link Road
280,200004250,Dayanand Saraswati Marg (Central Avenue Road)
281,200004249,Dayanand Saraswati Marg (Central Avenue Road)
282,200002914,D Saraswati Marg (Central Avenue)
283,200004824,Santa Cruz – Chembur Link Road
284,200003175,Santa Cruz – Chembur Link Road
285,200003299,
286,200005985,Mahatma Gandhi Road
287,200003449,Mahatma Gandhi Road
288,200004527,Ramakrishna Chemburkar Marg
289,200004528,Ramakrishna Chemburkar Marg
290,200003486,
291,200003603,Sion Bandra Link Road
292,200004969,LBS Marg
293,200004537,Sant Rohidas Marg
294,200006042,
295,200004517,
296,200003732,
297,200004043,
298,200004042,
299,200006116,
300,200004205,Western Express Highway
301,200004106,Western Express Highway
302,200004342,
303,200004905,Sion Panvel Highway
304,200004519,Sion Panvel Highway
305,200004251,Dayanand Saraswati Marg (Central Avenue Road)
306,200004640,Swami Vivekanand Road
307,200004641,Swami Vivekanand Road
308,200004637,Tilak Road
309,200000117,Swadeshi Mills Road
310,200005086,Swadeshi Mills Road
311,200001544,Kanzul Iman Road
312,200000122,Kanzul Iman Road
313,200004014,Kanzul Iman Road
314,200006113,Kanzul Iman Road
315,200000466,
316,200000120,
317,200000302,Bandra Kurla Complex Road
318,200001468,Bandra Kurla Complex Road
319,200001548,
320,200001467,Bandra Kurla Complex Road
321,200000301,Bandra Kurla Complex Road
322,200000124,
323,200000121,
324,200000465,
325,200001537,
326,200000123,
327,200005179,
328,200002668,
329,200000177,Service Road
330,200000178,Service Road
331,200003212,S D Mandir Marg
332,200001595,Ram Mandir Road
333,200005100,Service Road
334,200005908,S D Mandir Marg
335,200005490,Ram Mandir Road
336,200005101,Service Road
337,200004609,JL Shirshekar Marg
338,200000187,JL Shirshekar Marg
339,200005709,Sharada Devi Road
340,200002440,Sharada Devi Road
341,200006190,JL Shirshekar Marg
342,200002439,Sharada Devi Road
343,200005710,Sharada Devi Road
344,200005105,JL Shirshekar Marg
