,road_id,road_name
0,200002469,
1,200000000,
2,200000323,
3,200000934,Cesar Chavez Street
4,200000510,Cesar Chavez Street
5,200000002,
6,200000004,
7,200000003,
8,200001509,
9,200000468,
10,200000469,
11,200000362,James Lick Freeway
12,200002537,James Lick Freeway
13,200000879,John F Foran Freeway
14,200000877,John F Foran Freeway
15,200000019,
16,200001244,James Lick Freeway
17,200001010,James Lick Freeway
18,200000021,
19,200002806,James Lick Freeway
20,200002917,James Lick Freeway
21,200002541,James Lick Freeway
22,200000026,
23,200001582,
24,200000412,
25,200001298,Cesar Chavez Street
26,200000511,Cesar Chavez Street
27,200000031,
28,200001102,Potrero Avenue
29,200000046,
30,200000038,
31,200000039,
32,200001508,
33,200000044,
34,200000414,James Lick Freeway
35,200000045,
36,200003508,18th Street
37,200000047,
38,200001080,18th Street
39,200000565,Southern Embarcadero Freeway
40,200002706,Southern Embarcadero Freeway
41,200000055,
42,200002714,Market Street
43,200002006,Market Street
44,200000061,Dolores Street
45,200002250,Portola Drive
46,200001014,Market Street
47,200000104,Clayton Street
48,200000512,Cesar Chavez Street
49,200000118,
50,200000645,
51,200002859,Fell Street
52,200000834,
53,200001156,
54,200000328,
55,200000530,James Lick Freeway
56,200002404,Market Street
57,200002713,Market Street
58,200000418,
59,200003016,Southern Embarcadero Freeway
60,200000434,
61,200000513,Cesar Chavez Street
62,200002877,Cesar Chavez Street
63,200000568,
64,200002538,
65,200000835,
66,200000637,John F Foran Freeway
67,200001583,
68,200002970,John F Foran Freeway
69,200002058,Market Street
70,200002715,Market Street
71,200003088,Laguna Street
72,200000887,Southern Embarcadero Freeway
73,200001124,Market Street
74,200000937,Valencia Street
75,200003080,Potrero Avenue
76,200001103,
77,200002642,Market Street
78,200001218,Market Street
79,200002712,
80,200002602,Mission Bay Boulevard North
81,200001522,Mission Bay Boulevard North
82,200002540,Mission Bay Boulevard
83,200003120,Market Street
84,200002750,Market Street
85,200003191,17th Street
86,200000093,Twin Peaks Boulevard
87,200003262,Twin Peaks Boulevard
88,200003318,Webster Street
89,200001152,Division Street
