,road_id,road_name,road_level
0,200000193,清华西路,secondary
1,200000219,,motorway_link
2,200000300,颐和园路,secondary
3,200000322,中关村北大街,primary
4,200000444,双清路,tertiary
5,200000756,京藏高速,motorway
6,200000757,京藏高速,motorway
7,200000758,京藏高速,motorway
8,200000759,京藏高速,motorway
9,200000760,京藏高速,motorway
10,200000761,京藏高速,motorway
11,200000766,,motorway_link
12,200001708,月泉路,tertiary
13,200002613,G6辅路,primary
14,200002614,G6辅路,primary
15,200002615,G6辅路,primary
16,200002616,G6辅路,primary
17,200002617,G6辅路,primary
18,200002719,科荟桥,secondary
19,200002720,科荟桥,secondary
20,200002857,,tertiary
21,200002858,,tertiary
22,200003533,中关村北大街,primary
23,200003686,,motorway_link
24,200003688,,motorway_link
25,200003689,,motorway_link
26,200003691,,motorway_link
27,200003692,,motorway_link
28,200003696,,motorway_link
29,200003777,,tertiary
30,200003942,学清路,primary
31,200003943,学清路,primary
32,200003945,学院路,primary
33,200003985,京藏高速,motorway
34,200003986,京藏高速,motorway
35,200003987,京藏高速,motorway
36,200003988,京藏高速,motorway
37,200004007,石板房南路,secondary
38,200004008,石板房南路,secondary
39,200004009,石板房南路,secondary
40,200004065,,tertiary_link
41,200004106,荷清路,secondary
42,200004108,荷清路,secondary
43,200004109,清华东路,secondary
44,200004110,清华东路,secondary
45,200004111,林业大学北路,tertiary
46,200004112,清华东路,secondary
47,200004114,志新西路,secondary
48,200004115,小月河西路,tertiary
49,200004119,,primary_link
50,200004120,,secondary_link
51,200004497,信息路,primary
52,200004498,中关村北大街,primary
53,200004592,北五环,motorway
54,200004635,,tertiary
55,200004636,中关村北大街,tertiary
56,200004637,北五环,motorway
57,200004641,北五环,motorway
58,200004642,,motorway_link
59,200004804,中关村北大街,primary
60,200004811,中关村北大街,primary
61,200004815,中关村北大街,primary
62,200004816,,tertiary
63,200004817,,tertiary
64,200004819,中关村北大街,primary
65,200004820,,tertiary
66,200004858,信息路,primary
67,200004976,双清路,tertiary
68,200005145,学院路,primary
69,200005158,清华南路,tertiary
70,200006296,双清路,tertiary
71,200006298,双清路,tertiary
72,200006299,静淑苑路,tertiary
73,200006302,清华东路,secondary
74,200006330,清华东路,secondary
75,200006331,清华东路,secondary
76,200006420,,motorway_link
77,200007568,荷清路,secondary
78,200007569,荷清路,secondary
79,200008498,信息路,primary
80,200008992,学清路,primary
81,200008993,学清路,primary
82,200008994,学清路,primary
83,200009008,中关村东路,secondary
84,200009009,中关村东路,secondary
85,200009051,北五环,motorway
86,200010472,月泉路,tertiary
87,200010474,毛纺路,secondary
88,200010492,清华东路,secondary
89,200010494,中关村北大街,primary
90,200010540,中关村北大街,primary
91,200010541,中关村北大街,primary
92,200010584,,tertiary
93,200010845,荷清路,secondary
94,200010846,林业大学北路,tertiary
95,200010847,清华东路,secondary
96,200010848,清华东路,secondary
97,200010849,清华东路,secondary
98,200011155,,motorway_link
99,200011156,,motorway_link
100,200011157,京新高速,motorway
101,200011159,,motorway_link
102,200011160,,motorway_link
103,200011161,京新高速,motorway
104,200011162,京新高速,motorway
105,200011163,京新高速,motorway
106,200011164,京新高速,motorway
107,200011165,京新高速,motorway
108,200011168,京新高速,motorway
109,200011210,,tertiary_link
110,200011211,,motorway_link
111,200011314,荷清路,secondary
112,200011702,,motorway_link
113,200011704,,motorway_link
114,200011705,,motorway_link
115,200011707,北五环,motorway
116,200012356,双清路,tertiary
117,200013137,G6辅路,primary
118,200013138,G6辅路,primary
119,200013139,G6辅路,primary
120,200013140,G6辅路,primary
121,200013141,G6辅路,primary
122,200013142,G6辅路,primary
123,200013182,,tertiary
124,200013235,月泉路,tertiary
125,200013236,月泉路,tertiary
126,200013237,月泉路,tertiary
127,200013249,月泉路,tertiary
128,200013250,双清路,tertiary
129,200013378,荷清路,secondary
130,200013379,清华东路,secondary
131,200013548,,motorway_link
132,200013858,,motorway_link
133,200013911,双清路,tertiary
134,200013912,双清路,tertiary
135,200013913,双清路,tertiary
136,200013914,王庄路,tertiary
137,200014165,清华西路,secondary
138,200014865,域清街,tertiary
139,200015235,林业大学北路,tertiary
140,200015236,志新西路,secondary
141,200015237,小月河西路,tertiary
142,200015293,,tertiary
143,200015341,颐和园路,tertiary
144,200015420,双清路,tertiary
145,200015421,静淑苑路,tertiary
146,200016086,中关村北大街,primary
147,200016172,林业大学北路,tertiary
