Unnamed: 0,aoi_id,type,land_use,coords,aoi_name,English_Address
0,500000002,2,12,"[(36.81529175264031, -1.2851043334570522)]",Central Park,"on the west side of Kenyatta Avenue, within 50m from the northwest corner of the junction of Kenyatta Avenue Round About and Kenyatta Avenue"
1,500000003,2,12,"[(36.816614459139785, -1.289626904889918)]",Uhuru Park,"on the west side of Uhuru Highway, 50m from the southwest corner of the junction of City Hall Way and Uhuru Highway"
2,500000011,2,12,"[(36.82031952470989, -1.296076566349216)]",Kenya Railway Golf Club,"on the west side of unknown road, 100m from the southwest corner of the junction of Nairobi Expressway and unknown road"
3,500000022,2,12,"[(36.83565473327777, -1.2715986838696045)]",Dr. G.W. Griffin Road nearby,"on the north side of Dr. G.W. Griffin Road, 600m from the north corner of the junction of General Waruinge Street and Dr. G.W. Griffin Road"
4,500000023,2,12,"[(36.833495586384196, -1.2765496875385383)]",Cricket ground,"on the west side of Dr. G.W. Griffin Road, 50m from the northwest corner of the junction of General Waruinge Street and Dr. G.W. Griffin Road"
5,500000025,2,12,"[(36.839707097187485, -1.276777377418666)]",Starehe Boys' Centre And School,"on the east side of General Waruingi Street, 250m from the east corner of the junction of General Waruinge Street and General Waruingi Street"
6,500000026,2,12,"[(36.84338988965713, -1.2706167196551046)]",Muratina Street nearby,"on the west side of Muratina Street, 300m from the south corner of the junction of unknown road and Muratina Street"
7,500000027,2,12,"[(36.840928918810135, -1.2704069921085324)]",Chai Road nearby,"on the east side of Chai Road, 800m from the northwest corner of the junction of Kipande Athumani Street and Chai Road"
8,500000062,2,12,"[(36.81401498416936, -1.269541018507042)]",Kipande Road nearby,"on the north side of Prof. Wangari Maathai Road, 100m from the west corner of the junction of Prof. Wangari Maathai Road and Prof. Wangari Maathai Road"
9,500000069,2,12,"[(36.81936074612624, -1.287970549557755)]",InterContinental Hotel,"on the south side of Parliament Road, within 50m from the south corner of the junction of unknown road and Parliament Road"
10,500000071,2,12,"[(36.822432748508064, -1.2883900902835168)]",City Square,"on the west side of Harambee Avenue, 400m from the northeast corner of the junction of unknown road and Harambee Avenue"
11,500000080,2,12,"[(36.829605979856886, -1.2932307497694904)]",Bunyala Road Roundabout nearby,"on the east side of Uhuru Highway, 400m from the east corner of the junction of Uhuru Highway and Uhuru Highway"
12,500000108,2,12,"[(36.8349015336973, -1.2774825593611696)]",General Waruinge Street nearby,"on the south side of General Waruinge Street, 50m from the southeast corner of the junction of Dr. G.W. Griffin Road and General Waruinge Street"
13,500000121,2,12,"[(36.806734450335085, -1.2946838180264084)]",Upper Hill Medical Centre,"on the west side of Ngong Road, 100m from the north corner of the junction of Ngong Road and Ngong Road"
14,500000124,2,12,"[(36.805755297055704, -1.2959401825992187)]",Nairobi Hospital car park,"on the south side of Argwings Kodhek Road, within 50m from the south corner of the junction of unknown road and Argwings Kodhek Road"
15,500000125,2,12,"[(36.82594127249313, -1.2849434379407838)]",Kenya National Archives,"on the west side of Tom Mboya Street, 250m from the southeast corner of the junction of Latema Road and Tom Mboya Street"
16,500000126,2,12,"[(36.811969372449845, -1.276619502556636)]",University of Nairobi Sports Ground,"on the west side of Uhuru Highway, within 50m from the west corner of the junction of Museum Hill Exit A and Uhuru Highway"
17,500000127,2,12,"[(36.81096347781168, -1.2767328244142617)]",Prof. Wangari Maathai Road nearby,"on the south side of Prof. Wangari Maathai Road, 350m from the southwest corner of the junction of Prof. Wangari Maathai Road and Prof. Wangari Maathai Road"
18,500000128,2,12,"[(36.81197413748462, -1.2774168346456491)]",Graduation Square Pavilion,"on the west side of Museum Hill Exit A, 550m from the northwest corner of the junction of Nairobi Expressway and Museum Hill Exit A"
19,500000129,2,12,"[(36.81626, -1.2796175)]",Education Building,"on the north side of University Way, 450m from the west corner of the junction of Globe Roundabout and University Way"
20,500000130,2,12,"[(36.81209509470878, -1.2785513529060366)]",CCU,"on the north side of State House Road, 1750m from the northeast corner of the junction of Processional Way and State House Road"
21,500000131,2,12,"[(36.81163223518624, -1.278982562837589)]",Hall 2,"on the north side of State House Road, 1750m from the northeast corner of the junction of Processional Way and State House Road"
22,500000132,2,12,"[(36.81144732961139, -1.2785843937330772)]",Hall 1,"on the north side of State House Road, 1700m from the northeast corner of the junction of Processional Way and State House Road"
23,500000133,2,12,"[(36.816209127924644, -1.2803742260711026)]",Hyslop Building,"on the north side of University Way, 500m from the west corner of the junction of Globe Roundabout and University Way"
24,500000134,2,12,"[(36.816347092445326, -1.2805067185553343)]",Science Theator,"on the north side of University Way, 500m from the west corner of the junction of Globe Roundabout and University Way"
25,500000135,2,12,"[(36.81630822466515, -1.2807142097380726)]",University Way nearby,"on the west side of University Way, 450m from the west corner of the junction of Globe Roundabout and University Way"
26,500000136,2,12,"[(36.8170835585527, -1.2795008604600437)]",University Way nearby,"on the west side of University Way, 350m from the west corner of the junction of Globe Roundabout and University Way"
27,500000137,2,12,"[(36.81660535613477, -1.2798214921414877)]",The Great Court,"on the north side of University Way, 450m from the west corner of the junction of Globe Roundabout and University Way"
28,500000138,2,12,"[(36.807712622618695, -1.272966235929526)]",Millenium Hall 1,"on the west side of Waiyaki Way, 100m from the west corner of the junction of unknown road and Waiyaki Way"
