,road_id,road_name
0,200002701,
1,200001216,
2,200000003,
3,200000004,浦东南路
4,200000306,浦东南路
5,200000307,浦东南路
6,200020892,银城中路
7,200000010,银城中路
8,200002311,银城中路地道
9,200021830,银城中路
10,200016360,世纪大道
11,200000011,陆家嘴环岛
12,200000012,陆家嘴环岛
13,200000082,丰和路
14,200002554,内环高架路
15,200006345,
16,200012012,延安高架路
17,200000063,延安高架路
18,200000031,延安高架路
19,200005318,
20,200000032,延安高架路
21,200000033,延安高架路
22,200000034,
23,200020728,
24,200000036,
25,200000053,内环高架路
26,200000042,
27,200000037,内环高架路
28,200000038,内环高架路
29,200000039,内环高架路
30,200000043,
31,200000040,内环高架路
32,200000041,内环高架路
33,200015745,
34,200001063,内环高架路
35,200000045,
36,200016523,中山北路
37,200000044,
38,200002162,中山北路
39,200014623,中山北路
40,200014624,中山北路
41,200000046,
42,200001064,内环高架路
43,200005311,内环高架路
44,200000047,
45,200018339,西藏中路
46,200018340,西藏中路
47,200000061,广东路
48,200000062,延安高架路
49,200000502,
50,200012013,
51,200019585,陆家嘴环岛
52,200019587,陆家嘴环岛
53,200000080,陆家嘴环路
54,200020065,陆家嘴环路
55,200000085,陆家嘴环路
56,200000304,陆家嘴环路
57,200019639,杨高南路
58,200000106,杨高南路
59,200016184,
60,200000111,内环高架路
61,200011548,
62,200000112,内环高架路
63,200000379,杨高中路
64,200000144,杨高路地道
65,200016189,
66,200018068,复兴东路
67,200000288,复兴东路
68,200001553,复兴东路
69,200000491,复兴东路
70,200000873,复兴东路
71,200000290,复兴东路隧道 (下层)
72,200000297,浦东大道
73,200000298,浦东大道
74,200020057,荣成路入口
75,200020901,浦东南路
76,200000413,浦东南路
77,200000308,浦东南路
78,200024417,东方路
79,200000407,东方路
80,200000314,东方路
81,200000315,东方路
82,200001262,
83,200011750,内环高架路
84,200000327,内环高架路
85,200002702,
86,200000328,内环高架路
87,200001217,
88,200021326,张杨路
89,200000337,张杨路
90,200001271,复兴东路隧道(下层)
91,200000772,南北高架路
92,200016772,
93,200000346,南北高架路
94,200000910,
