start_id,start_name,des_id,des_name,success_time,average_step,completion
500293992,神田金物通り nearby,500432875,神田平成通り nearby,5,1.0,1.0
500248042,首都高速都心環状線 nearby,500236383,平成通り nearby,5,1.0,1.0
500165350,中央通り nearby,500355685,靖国通り nearby,1,13.0,0.8305130133770258
500236445,新大橋通り nearby,500100670,新大橋通り nearby,5,1.0,1.0
500326307,清杉通り nearby,500150982,人形町通り nearby,4,12.4,1.0
500166622,外堀通り nearby,500165768,神田警察通り nearby,5,1.0,1.0
500165959,外堀通り nearby,500133566,靖国通り nearby,5,2.0,1.0
500149585,江戸通り nearby,500164703,BPRレジデンス神田富山町,4,7.8,1.0
500171316,水天宮通り nearby,500432925,水天宮通り nearby,5,1.0,1.0
500337066,清杉通り nearby,500149220,清洲橋通り nearby,5,1.0,1.0
500235654,神田金物通り nearby,500150203,清洲橋通り nearby,5,1.0,1.0
500039403,京橋イーストビル,500039430,昭和通り nearby,5,1.0,1.0
500149989,神田金物通り nearby,500235710,江戸通り nearby,5,1.0,1.0
500100317,江戸通り nearby,500149127,人形町通り nearby,5,2.0,1.0
500164922,昭和通り nearby,500433037,昭和通り nearby,5,1.0,1.0
500100477,八重洲仲通り nearby,500100840,首都高速都心環状線 nearby,5,1.0,1.0
500236109,新大橋通り nearby,500100825,平成通り nearby,5,1.0,1.0
500151469,中央通り nearby,500165574,外堀通り nearby,2,11.0,1.0
500032131,二七通り nearby,500032798,二七通り nearby,5,1.0,1.0
500293713,江戸通り nearby,500149285,昭和通り nearby,1,14.0,0.8
500432714,神田平成通り nearby,500166322,中央通り nearby,5,2.0,1.0
500166906,外堀通り nearby,500164800,中央通り nearby,5,1.0,1.0
500151168,首都高速6号向島線 nearby,500151131,首都高速6号向島線 nearby,5,1.0,1.0
500247685,平成通り nearby,500233153,首都高速都心環状線 nearby,5,1.0,1.0
500149370,江戸通り nearby,500235819,江戸通り nearby,5,1.0,1.0
500179398,江戸通り nearby,500126810,神田金物通り nearby,4,7.8,1.0
500432670,水天宮通り nearby,500150358,靖国通り nearby,3,7.2,0.8
500235535,人形町通り nearby,500100005,首都高速6号向島線 nearby,4,6.2,1.0
500150241,江戸通り nearby,500149531,金座通り nearby,5,3.0,1.0
500149630,江戸通り nearby,500432737,清洲橋通り nearby,5,1.0,1.0
500433043,金座通り nearby,500275824,人形町通り nearby,5,1.0,1.0
500432673,神田平成通り nearby,500150439,清洲橋通り nearby,2,11.0,1.0
500235850,首都高速都心環状線 nearby,500099826,日本橋さくらビル,5,1.0,1.0
500039420,中央通り nearby,500039458,昭和通り nearby,5,1.0,1.0
500294009,神田金物通り nearby,500293913,人形町通り nearby,5,2.0,1.0
500164630,神田金物通り nearby,500294142,江戸通り nearby,5,1.0,1.0
500100691,東横INN,500151123,中央通り nearby,5,3.0,1.0
500164666,神田駅前郵便局,500166725,江戸通り nearby,3,12.6,1.0
500150525,金座通り nearby,500293693,清洲橋通り nearby,5,2.0,1.0
500433150,人形町通り nearby,500151253,人形町通り nearby,5,1.0,1.0
500099972,藍澤證券本社ビル,500151250,昭和通り nearby,5,1.0,1.0
500153301,人形町通り nearby,500150955,人形町通り nearby,4,3.8,1.0
500248373,新大橋通り nearby,500436249,リバー通り nearby,2,10.6,1.0
500149609,金座通り nearby,500100309,人形町通り nearby,5,2.0,1.0
500100823,平成通り nearby,500236259,鍛冶橋通り nearby,5,1.0,1.0
500166983,外堀通り nearby,500165400,外堀通り nearby,5,1.0,1.0
500293725,清洲橋通り nearby,500149233,清洲橋通り nearby,5,1.0,1.0
500100866,新大橋通り nearby,500236127,平成通り nearby,5,1.0,1.0
500432875,神田平成通り nearby,500164725,中央通り nearby,5,1.0,1.0
500069670,銀座桜通り nearby,500099891,首都高速都心環状線 nearby,2,12.2,0.8117069223560217
