start_id,start_name,des_id,des_name,success_time,average_step,completion
500077968,Elizabeth Street nearby,500038940,Botany Road nearby,5,1.0,1.0
500131487,Parramatta Road nearby,500058567,Brighton Street nearby,5,1.0,1.0
500031772,Cross City Tunnel nearby,500031566,Wallamulla Park,5,1.0,1.0
500121402,Wylde Street nearby,500031913,Wylde Street nearby,5,1.0,1.0
500072283,Darling Point Road nearby,500072227,St Marks Place,5,1.0,1.0
500072286,Westpac Branch Double Bay,500072274,Ocean Avenue nearby,5,1.0,1.0
500039300,Cleveland Street nearby,500048724,Oxford Street nearby,1,14.2,0.8308310759354363
500113521,Foveaux Street nearby,500039492,Albion Street nearby,1,14.0,0.8
500031401,Oxford Street nearby,500043160,Eastern Distributor nearby,2,9.8,0.8
500136051,Liberty Street nearby,500124088,Liberty Street nearby,5,1.0,1.0
500038307,Cleveland Street nearby,500023634,Cleveland Street nearby,5,1.0,1.0
500023459,Woollahra Montefiore Home,500081180,Oxford Street nearby,5,1.0,1.0
500050896,Redfern Street nearby,500050894,Redfern Street nearby,5,1.0,1.0
500040720,Meet Gerard,500096181,Botany Road nearby,1,13.0,0.8966885770973707
500031180,Elizabeth Street nearby,500031216,Pellegrino 2000,5,1.0,1.0
500030310,Sydney Park Village,500113848,Mitchell Road nearby,5,3.0,1.0
500043758,Boundary Street nearby,500091645,Fitzroy Street nearby,1,13.8,0.8223798245224381
500043703,Victoria Street nearby,500038126,St Canice’s Parish Hub,5,1.0,1.0
500039460,Crown Street nearby,500039215,Cleveland Street nearby,5,2.0,1.0
500042477,Regent Street nearby,500130734,Eddy Avenue nearby,5,1.0,1.0
500038026,Wylde Street nearby,500043387,Liverpool Street nearby,5,1.0,1.0
500039624,Crown Street nearby,500039100,Devonshire Street nearby,5,2.0,1.0
500136640,Minogue Crescent nearby,500048454,Mallett Street nearby,2,11.0,0.8542337871390686
500048738,Oxford Street nearby,500043741,Boundary Street nearby,3,7.2,1.0
500023798,Urbanest,500023775,Phillip Street nearby,3,8.2,1.0
500072430,Greenoaks Avenue nearby,500121585,Darling Point Road nearby,5,1.0,1.0
500073182,Esk,500024458,St Johns Road nearby,5,2.0,1.0
500136541,Minogue Crescent nearby,500073081,Wigram Road nearby,4,5.0,0.8
500039190,Foveaux Street nearby,500091620,Fitzroy Street nearby,5,1.0,1.0
500043234,Crown Street nearby,500091645,Fitzroy Street nearby,2,14.6,0.8348489476387774
500031450,Crown Street nearby,500043169,Eastern Distributor nearby,5,1.0,1.0
500014223,Mary Ann Street Park,500042405,Foundry,5,1.0,1.0
500087095,Balfour Road nearby,500096895,Anzac Parade nearby,5,1.0,1.0
500047982,Parramatta Road nearby,500136703,Broadway nearby,5,4.0,1.0
500039372,Crown Street nearby,500107531,South Dowling Street nearby,3,9.6,1.0
500073686,Edgecliff Road nearby,500072665,New South Head Road nearby,5,1.0,1.0
500031369,Oxford Street nearby,500043264,College Street nearby,5,1.0,1.0
500073506,Ocean Street nearby,500054256,Hargrave Street nearby,4,10.4,1.0
500026012,Railway Avenue nearby,500124089,Liberty Street nearby,5,1.0,1.0
500042757,Redfern Street nearby,500050943,Elizabeth Street nearby,5,1.0,1.0
500047966,Parramatta Road nearby,500047878,M8 Motorway Tunnel nearby,5,1.0,1.0
500073529,Ocean Street nearby,500131172,Ocean Street nearby,5,1.0,1.0
500039117,Devonshire Street nearby,500113572,Crown Street nearby,1,13.6,1.0
500031172,The Urban Newtown,500124173,Liberty Street nearby,5,1.0,1.0
500136685,City Road nearby,500073399,Bridge Road nearby,2,10.2,0.8347877110937545
500058274,Jersey Road nearby,500016486,Moncur Reserve,5,1.0,1.0
500072438,Mark Regis,500072242,Ocean Avenue nearby,5,1.0,1.0
500105288,Botany Road nearby,500037837,Gadigal Avenue nearby,2,9.8,0.8
500031351,Crown Street nearby,500031209,Campbell Street nearby,5,1.0,1.0
500043432,Crown Street nearby,500043344,William Street Offramp nearby,5,1.0,1.0
500072568,Darling Point Road nearby,500072831,Yarranabbe Road nearby,2,9.8,0.8
