start_id,start_name,des_id,des_name,success_time,average_step,completion
500129206,Long Street nearby,500076459,Loop Street nearby,5,3.0,1.0
500129325,Roodebloem Road nearby,500127400,Roodebloem Road nearby,5,1.0,1.0
500138232,Victoria Road nearby,500129656,Roodebloem Road nearby,3,8.2,1.0
500151435,Long Street nearby,500129261,Long Street nearby,5,1.0,1.0
500137452,Salt River Road nearby,500127392,Roodebloem Road nearby,4,7.8,1.0
500129060,Upper Buitengracht Street nearby,500002247,Buitengracht Street nearby,5,1.0,1.0
500116462,Camp Street nearby,500116008,Kloof Nek Road nearby,5,3.0,1.0
500129214,Loop Street nearby,500076306,Adderley Street nearby,2,11.0,1.0
500004618,Fairweather House,500093083,Castle Rock,5,1.0,1.0
500002986,Sidmouth Avenue nearby,500144941,Upper Orange Street nearby,5,1.0,1.0
500115987,Kloof Nek Road nearby,500093182,Buitengracht Street nearby,1,13.6,0.8230470131674692
500105530,Long Street nearby,500112504,Buitengracht Street nearby,1,14.0,0.8
500105773,Nightingale Way nearby,500139021,Forest Drive nearby,5,2.0,1.0
500140669,Voortrekker Road nearby,500139797,Lower Main Road nearby,5,1.0,1.0
500132433,Roodebloem Road nearby,500137332,Salt River Road nearby,5,1.0,1.0
500139780,Albert Road nearby,500140669,Voortrekker Road nearby,5,1.0,1.0
500112291,Buitengracht Street nearby,500129066,Buitengracht Street nearby,5,1.0,1.0
500144871,Upper Orange Street nearby,500001018,Upper Orange Street nearby,5,2.0,1.0
500137647,Salt River Road nearby,500138251,Roodebloem Road nearby,5,2.0,1.0
500093560,Molteno Road nearby,500140773,Molteno Road nearby,5,1.0,1.0
500111826,Buitengracht Street nearby,500001076,Camp Street nearby,2,12.6,1.0
500126685,Albert Road nearby,500136981,Albert Road nearby,5,1.0,1.0
500139107,Salt River Road nearby,500137650,Albert Road nearby,5,1.0,1.0
500103732,Main Road nearby,500142499,Station Road nearby,5,1.0,1.0
500137733,Searle Street nearby,500129784,Roodebloem Road nearby,5,3.0,1.0
500105490,Loop Street nearby,500076259,Hertzog Boulevard nearby,1,13.2,0.8
500112043,Buitengracht Street nearby,500112352,Buitengracht Street nearby,5,1.0,1.0
500126670,Albert Road nearby,500111591,Victoria Road nearby,5,2.0,1.0
500116048,Upper Buitengracht Street nearby,500129570,Buitengracht Street nearby,5,1.0,1.0
500139708,Albert Road nearby,500137506,Albert Road nearby,5,1.0,1.0
500103638,Kloof Nek Road nearby,500116942,Kloof Street nearby,5,1.0,1.0
500139670,Sidmouth Avenue nearby,500144890,Molteno Road nearby,5,1.0,1.0
500139550,Lower Main Road nearby,500138983,Durham Avenue nearby,5,1.0,1.0
500116713,Kloof Nek Road nearby,500116679,Kloof Nek Road nearby,5,1.0,1.0
500137066,Albert Road nearby,500126563,Sir Lowry Road nearby,5,5.8,1.0
500126053,Nelson Mandela Boulevard nearby,500126602,Nelson Mandela Boulevard nearby,5,1.0,1.0
500136999,Victoria Road nearby,500111397,Victoria Road nearby,5,1.0,1.0
500138921,Victoria Road nearby,500127452,Roodebloem Road nearby,5,1.0,1.0
500002216,Saint Johns Road nearby,500084688,Molteno Road nearby,1,15.0,0.8321570969334012
500129259,Long Street nearby,500129274,Long Street nearby,5,1.0,1.0
500117095,Kloof Street nearby,500129255,Long Street nearby,2,13.0,1.0
500137594,Albert Road nearby,500111205,Woodstock Town Hall Park,5,1.0,1.0
500138216,Nelson Mandela Boulevard nearby,500138617,Philip Kgosana Drive nearby,5,2.0,1.0
500116931,Kloof Street nearby,500001490,Kloof Street nearby,5,2.0,1.0
500112320,Buitengracht Street nearby,500117222,Kloof Street nearby,5,2.0,1.0
500140060,Lower Main Road nearby,500139084,Lower Main Road nearby,5,2.4,1.0
500139408,Albert Road nearby,500145110,Voortrekker Road nearby,5,1.0,1.0
500094203,Kloof Street nearby,500116781,Kloof Street nearby,5,2.0,1.0
500127073,Roodebloem Road nearby,500127544,Roodebloem Road nearby,5,1.0,1.0
500112369,Buitengracht Street nearby,500112364,Buitengracht Street nearby,5,1.0,1.0
500137551,Salt River Road nearby,500111682,Nelson Mandela Boulevard nearby,2,11.4,1.0
500117243,Kloof Street nearby,500003003,Mill Street nearby,1,12.8,0.8916045605473469
500105411,Wale Street nearby,500139295,Hertzog Boulevard nearby,4,8.8,1.0
500003561,Upper Orange Street nearby,500001320,Sidmouth Avenue nearby,5,1.0,1.0
500144202,Alexandra Road nearby,500144397,Central Square nearby,5,1.0,1.0
500141044,Albert Road nearby,500085069,Albert Road nearby,5,1.0,1.0
500116515,Upper Buitengracht Street nearby,500116030,Upper Buitengracht Street nearby,5,1.0,1.0
500138749,Nelson Mandela Boulevard nearby,500127418,Roodebloem Road nearby,5,2.0,1.0
500138307,Victoria Road nearby,500142464,Albert Road nearby,5,6.0,1.0
500112001,Buitengracht Street nearby,500105418,Long Street nearby,5,1.0,1.0
500003036,Sidmouth Avenue nearby,500116705,Kloof Street nearby,3,13.6,0.8560229485433194
500083898,Kloof Nek Road nearby,500129492,Orange Street nearby,5,1.0,1.0
500137172,Victoria Road nearby,500126378,Victoria Road nearby,4,4.6,1.0
500138287,Victoria Road nearby,500132461,Victoria Road nearby,5,1.0,1.0
500138637,Nelson Mandela Boulevard nearby,500138770,Nelson Mandela Boulevard nearby,5,1.0,1.0
500129033,Upper Buitengracht Street nearby,500116549,Upper Buitengracht Street nearby,5,1.0,1.0
500137088,Albert Road nearby,500137251,Victoria Road nearby,5,2.0,1.0
500137449,Salt River Road nearby,500129689,Roodebloem Road nearby,5,2.0,1.0
500151302,Upper Buitengracht Street nearby,500116313,Upper Buitengracht Street nearby,5,1.0,1.0
500129365,Kloof Nek Road nearby,500129438,Kloof Street nearby,5,1.0,1.0
500129625,Saint Johns Road nearby,500129245,Long Street nearby,5,2.0,1.0
500135111,Victoria Road nearby,500111285,Victoria Road nearby,5,1.0,1.0
500138374,Nelson Mandela Boulevard nearby,500138660,Nelson Mandela Boulevard nearby,5,1.0,1.0
500105712,Loop Street nearby,500112012,Buitengracht Street nearby,5,1.0,1.0
500144112,Central Square nearby,500144102,Central Square nearby,5,1.0,1.0
500077879,Shelley Road Park,500139828,Durham Avenue nearby,5,1.0,1.0
500116241,Upper Buitengracht Street nearby,500112419,Buitengracht Street nearby,5,2.0,1.0
500138741,Nelson Mandela Boulevard nearby,500129791,Roodebloem Road nearby,5,2.0,1.0
500102729,Durham Avenue nearby,500137271,Victoria Road nearby,5,2.0,1.0
500137122,Victoria Road nearby,500137587,Albert Road nearby,5,1.0,1.0
500105757,Central Square nearby,500140458,Forest Drive nearby,5,1.0,1.0
500112298,Buitengracht Street nearby,500105497,Wale Street nearby,4,4.6,1.0
500102299,Nelson Mandela Boulevard nearby,500138255,Victoria Road nearby,5,3.0,1.0
