start_id,start_name,des_id,des_name,success_time,average_step,completion
500019618,Boulevard de la Guyane nearby,500017812,Avenue de Paris nearby,5,7.6,1.0
500000546,Rue Méhul nearby,500001241,Avenue Jean Lolive nearby,5,1.0,1.0
500001005,Rue André Joineau nearby,500005799,Rue André Joineau nearby,5,1.0,1.0
500021500,Avenue Jean Lolive nearby,500002167,Rue Charles Auray nearby,5,1.0,1.0
500010495,Avenue Gambetta nearby,500001825,Boulevard Eugène Decros - Rue du Bois nearby,1,14.2,0.8697388440846082
500019221,Avenue du Général de Gaulle nearby,500019399,Avenue du Général de Gaulle nearby,5,1.0,1.0
500008397,Avenue du Maréchal Juin nearby,500001097,Rue Jules Auffret nearby,2,12.6,1.0
500003349,Rue Charles Auray nearby,500021232,DP Mojito,1,14.8,1.0
500018932,Boulevard de la Guyane nearby,500019472,Avenue du Général de Gaulle nearby,2,11.4,1.0
500001623,Rue Méhul nearby,500005380,Rue Méhul nearby,5,2.0,1.0
500002721,Boulevard Eugène Decros - Rue du Bois nearby,500011218,Avenue Gambetta nearby,1,14.0,0.9031606953849434
500021944,Marché de la Tourelle,500018018,Rue de Lagny nearby,5,1.0,1.0
500005159,Rue Jules Auffret nearby,500005385,Avenue Édouard Vaillant nearby,3,7.2,0.8
500004977,Rue Honoré d'Estienne d'Orves nearby,500004901,Rue Méhul nearby,5,1.0,1.0
500002584,Rue Lavoisier nearby,500003836,Boulevard Eugène Decros - Rue du Bois nearby,5,8.2,1.0
500013409,Rue Parmentier nearby,500012890,Avenue Gambetta nearby,3,7.6,1.0
500001686,Avenue Édouard Vaillant nearby,500020403,Avenue Jean Jaurès nearby,5,1.0,1.0
500006509,Boulevard Eugène Decros - Rue du Bois nearby,500014232,Avenue Pasteur nearby,4,6.2,1.0
500002387,Rue Jules Auffret nearby,500006377,Avenue Pasteur nearby,1,13.6,1.0
500008481,Boulevard Eugène Decros - Rue du Bois nearby,500002563,Rue Jules Auffret nearby,4,5.4,1.0
500006797,Boulevard Eugène Decros - Rue du Bois nearby,500001722,Avenue Jean Lolive nearby,4,4.6,1.0
500011198,Rue de Paris nearby,500015593,Rue de Paris nearby,5,1.0,1.0
500017549,Avenue de la République nearby,500010141,Avenue de la République nearby,5,1.0,1.0
500007350,Boulevard Eugène Decros - Rue du Bois nearby,500001578,Avenue Jean Lolive nearby,4,4.6,0.886031720597201
500008370,Avenue Pasteur nearby,500004425,Rue Méhul nearby,1,14.6,0.8492893856138388
500015614,Rue de Paris nearby,500014994,Rue de Paris nearby,5,2.0,1.0
500000904,Avenue Jean Lolive nearby,500008283,Avenue Pasteur nearby,1,14.4,0.8114263531602898
500012321,Avenue Gambetta nearby,500012576,Rue Pierre Soulié nearby,4,4.6,1.0
500008642,Rue des Bruyères nearby,500008620,Boulevard de la Liberté nearby,5,1.0,1.0
500008973,Boulevard Eugène Decros - Rue du Bois nearby,500005733,Rue Jules Auffret nearby,5,1.0,1.0
500008127,Rue Jules Auffret nearby,500008709,Rue de Paris nearby,5,2.0,1.0
500020776,Rue Victor Hugo nearby,500004283,Avenue Jean Lolive nearby,2,13.0,0.8474031684157005
500009665,Boulevard Victor Hugo nearby,500009145,Avenue du Capitaine Glarner nearby,5,1.0,1.0
500010180,Avenue de la République nearby,500016952,Boulevard de Verdun nearby,5,2.0,1.0
500020977,Avenue Gambetta nearby,500012637,Rue Pierre Soulié nearby,5,1.0,1.0
500019060,Avenue du Général de Gaulle nearby,500018327,Avenue de la Porte de Vincennes nearby,5,4.4,1.0
500013817,Avenue Gambetta nearby,500007183,Avenue Pasteur nearby,1,12.4,0.8
500010710,Avenue Pasteur nearby,500003131,Boulevard Eugène Decros - Rue du Bois nearby,1,13.2,0.8676541997502258
500004602,Rue Méhul nearby,500002254,Rue Méhul nearby,5,1.0,1.0
500006564,Rue de Paris nearby,500011405,Avenue Pasteur nearby,1,12.4,0.8
500006156,Avenue Jean Jaurès nearby,500002886,Rue Jules Auffret nearby,4,5.4,1.0
500007518,Rue Pierre Soulié nearby,500011505,Avenue Pasteur nearby,5,1.0,1.0
500001396,Rue Charles Auray nearby,500005534,Rue André Joineau nearby,1,14.2,0.8868520081940372
500005461,Avenue de la Porte de Pantin nearby,500000945,Rue Méhul nearby,1,13.2,0.8345279336245295
500001643,Rue Jules Auffret nearby,500004668,Place Séverine nearby,3,11.6,0.8390559327689794
500015415,Rue de Paris nearby,500015964,Rue de Paris nearby,5,2.0,1.0
500002631,Rue Jules Auffret nearby,500007370,Avenue Faidherbe nearby,3,10.4,0.807119398836151
500008997,Avenue Pasteur nearby,500002046,Rue Delizy nearby,1,13.8,0.8
500004835,Rue Jules Auffret nearby,500003704,Rue Méhul nearby,5,1.0,1.0
