start_id,start_name,des_id,des_name,success_time,average_step,completion
500004560,学院路周边,500002952,静淑东里北区,1,13.4,0.8504815411703947
500026186,海丰园公寓,500000651,清华大学,5,2.0,1.0
500012971,石油化工科学研究院北区,500025170,海淀区供暖和楼房设备经营管理中心,3,10.2,0.8
500001971,成府路南区,500025206,王庄路小区周边,5,1.0,1.0
500025189,清华大学东南门,500025200,五道口,4,11.0,0.8804911540237901
500004808,北京培黎职业学院,500028146,中关村768创意产业园西区,3,8.4,0.8888341744410889
500004497,志新路西区,500012970,学院路周边,5,4.6,1.0
500025169,西门-志新西路地区周边,500004565,中核中原大楼,5,2.4,1.0
500001271,清华大学东门,500033042,北京五道口,5,2.0,1.0
500003654,西王庄社区,500020080,五道口红杉国际公寓,1,12.4,1.0
500026270,学清嘉创大厦,500024464,竹溪园南区,5,2.0,1.0
500026187,学院路海丰园公寓北区周边,500012973,浪淘沙商务区,1,12.4,0.8
500002951,学院路周边,500012552,北京林业大学南区,5,1.0,1.0
500004510,中国石油北区,500025174,学院路20号周边,5,2.0,1.0
500033044,清华大学,500003654,西王庄社区,5,1.0,1.0
500020005,双清路18号院南区,500020067,六道口南区,5,1.0,1.0
500000644,圣熙8号购物中心北区,500000646,中关村东升科技园·学院园,5,1.0,1.0
500000652,六所大厦,500000642,北京农大北区,5,1.0,1.0
500000649,中国科学院半导体研究所,500000643,清华东路南区周边,5,1.0,1.0
500000643,清华东路南区周边,500000646,中关村东升科技园·学院园,0,30.0,0.8
500000642,北京农大北区,500000420,中国科学院半导体研究所,5,8.4,1.0
500020447,润泽嘉业大酒店,500020376,北大博雅国际酒店北区,0,30.0,0.8
500016118,清华东路27号院周边,500017661,清华科技园东区,5,9.8,1.0
500020067,六道口南区,500020081,北京红杉假日酒店北区,0,30.0,0.813582017834925
500000643,清华东路南区周边,500000250,学研大厦,5,2.0,1.0
500000651,中国科学院半导体研究所,500000643,清华东路南区周边,3,16.8,0.927264258305519
500000644,圣熙8号购物中心北区,500000643,清华东路南区周边,4,12.8,1.0
500000652,六所大厦,500000420,中国科学院半导体研究所,2,22.2,0.8077040883093676
500000643,清华东路南区周边,500000642,北京农大北区,3,13.2,1.0
500000646,中关村东升科技园·学院园,500000420,中国科学院半导体研究所,1,24.6,0.8146476055492945
500022742,北京四季同达农业科技有限公司北区,500000646,中关村东升科技园·学院园,4,6.2,1.0
500020005,双清路18号院南区,500019270,双清路周边,5,3.0,1.0
500012555,清枫华景园北区,500000420,中国科学院半导体研究所,5,1.0,1.0
500004511,北京市市政一建设工程有限责任公司,500012975,石油大学,3,9.8,0.8
500020084,林业大学,500026377,凯时广场,3,7.2,0.8
500012477,城华园北区,500028134,紫清家园北区,5,1.0,1.0
500028144,学清路18号院周边,500000655,中公教育总部,5,1.0,1.0
500025216,北河沿1号院北区,500013345,蔚秀园,5,1.0,1.0
500019730,学清路商业区周边东区,500016237,清枫华景园南区,1,12.4,0.857350458551837
500016760,中关村文化创意产业园,500007259,北京林业大学北区,5,6.4,1.0
500026271,学知园北区,500016237,清枫华景园南区,1,12.6,1.0
500000640,清华东路周边,500025188,中国人民大学继续教育学院,5,2.0,1.0
500016234,清枫华景园东区,500000655,中公教育总部,5,2.0,1.0
500000647,圣熙8号购物中心中区,500012553,学院路甲5号院周边,5,1.0,1.0
500013329,北京大学燕东园,500016607,中关村,1,14.2,0.8478902585415236
500000656,医协医院北区,500024464,竹溪园南区,5,3.0,1.0
500026187,学院路海丰园公寓北区周边,500000646,中关村东升科技园·学院园,5,1.0,1.0
500026269,学清苑小区北区,500026186,海丰园公寓,5,1.0,1.0
500012975,石油大学,500017661,清华科技园东区,2,13.4,0.9363996345788284
500000654,六道口北区,500000652,六所大厦,4,4.6,0.8
