start_id,start_name,des_id,des_name,success_time,average_step,completion
500030909,Clarendon Avenue nearby,500037506,Market Street nearby,5,7.6,1.0
500011735,17th Street nearby,500012527,Dolores Street nearby,5,4.0,1.0
500028510,Castro Street nearby,500028024,Castro Street nearby,2,9.8,1.0
500005455,The Lost Church,500008357,Valencia Street nearby,3,11.8,0.8031554890540975
500028992,Ashbury Street nearby,500028540,Ashbury Street nearby,5,1.0,1.0
500006195,Guerrero Street nearby,500040154,Guerrero Street nearby,5,1.0,1.0
500028595,14th Street nearby,500030160,17th Street nearby,5,2.0,1.0
500027601,Castro Street nearby,500037563,Market Street nearby,1,15.0,0.8
500015444,Castro Street nearby,500029691,14th Street nearby,5,1.0,1.0
500028795,18th Street nearby,500028780,18th Street nearby,5,1.0,1.0
500027991,Ashbury Street nearby,500027579,Frederick Street nearby,5,2.0,1.0
500010034,Guerrero Street nearby,500011312,Guerrero Street nearby,4,4.6,0.8
500026243,Castro Street nearby,500027712,Haight Street nearby,5,1.0,1.0
500026725,Castro Street nearby,500037431,Market Street nearby,2,10.2,0.8
500037063,Clayton Street nearby,500027290,Portola Drive nearby,3,7.2,0.8
500030251,17th Street nearby,500003041,Haight Street nearby,2,13.4,0.8025001488464996
500013720,14th Street nearby,500012872,Guerrero Street nearby,5,2.0,1.0
500030050,17th Street nearby,500028620,18th Street nearby,5,1.0,1.0
500010954,Dolores Street nearby,500011777,17th Street nearby,2,10.2,1.0
500029620,14th Street nearby,500033258,Market Street nearby,5,1.0,1.0
500010977,18th Street nearby,500010161,Guerrero Street nearby,5,2.0,1.0
500037498,Market Street nearby,500031013,17th Street nearby,5,2.0,1.0
500028729,18th Street nearby,500030852,Clarendon Avenue nearby,1,13.8,0.8346780080855462
500026734,Oak Street nearby,500028763,Stanyan Street nearby,1,13.8,0.8645227484735837
500013153,Duboce Avenue nearby,500012210,10th Street nearby,3,6.6,1.0
500037060,Clayton Street nearby,500036288,17th Street nearby,5,1.0,1.0
500007551,Guerrero Street nearby,500028780,18th Street nearby,5,2.0,1.0
500028391,Frederick Street nearby,500027764,Stanyan Street nearby,5,3.0,1.0
500000667,17th Street nearby,500013887,14th Street nearby,5,3.6,1.0
500037640,Market Street nearby,500026467,18th Street nearby,5,3.0,1.0
500010603,18th Street nearby,500008252,Valencia Street nearby,5,2.0,1.0
500030320,17th Street nearby,500037078,Clayton Street nearby,5,1.0,1.0
500036439,Market Street nearby,500014144,Castro Street nearby,3,8.4,1.0
500004721,Harrison Street nearby,500001425,Howard Street nearby,5,1.0,1.0
500012398,16th Street nearby,500012820,Market Street nearby,2,11.0,1.0
500010046,Dolores Street nearby,500045061,Guerrero Street nearby,3,10.4,0.8653425386586155
500030221,Clayton Street nearby,500055992,Oak Street nearby,5,1.0,1.0
500029724,14th Street nearby,500014101,Castro Street nearby,5,1.0,1.0
500029913,14th Street nearby,500027669,Castro Street nearby,1,12.6,0.8
500007505,Dolores Street nearby,500045092,Valencia Street nearby,5,1.0,1.0
500027550,The Waller Center,500030935,17th Street nearby,1,14.4,0.8278745846346749
500026482,18th Street nearby,500010661,Valencia Street nearby,1,13.4,0.8452696645383194
500013845,14th Street nearby,500002649,Webster Street nearby,5,1.0,1.0
500036231,Clayton Street nearby,500001920,Market Street nearby,5,1.0,1.0
500030051,17th Street nearby,500036205,17th Street nearby,2,10.6,1.0
500037564,Market Street nearby,500029443,17th Street nearby,3,7.2,0.8
500026167,Haight Street nearby,500015320,Oak Street nearby,5,1.0,1.0
500026779,Castro Street nearby,500027357,Portola Drive nearby,3,10.8,1.0
500036436,Market Street nearby,500009951,Dolores Street nearby,4,9.0,1.0
500029350,14th Street nearby,500028837,17th Street nearby,5,2.0,1.0
500029545,17th Street nearby,500036532,Market Street nearby,5,1.0,1.0
500028603,18th Street nearby,500011643,Guerrero Street nearby,5,1.0,1.0
500030013,Castro Street nearby,500012810,Market Street nearby,3,9.0,0.8130257170961483
500012487,Market Street nearby,500072706,Dolores Street nearby,5,2.0,1.0
500037067,Clayton Street nearby,500027329,18th Street nearby,4,3.8,1.0
500027458,Castro Street nearby,500027120,Portola Drive nearby,3,10.0,1.0
500013800,14th Street nearby,500014152,Castro Street nearby,5,1.0,1.0
500004528,Unibody,500072802,Mission Street nearby,2,10.2,0.8214836547781179
500030169,17th Street nearby,500028935,Clayton Street nearby,5,2.0,1.0
500028585,14th Street nearby,500026927,Castro Street nearby,4,4.6,1.0
500010713,Guerrero Street nearby,500007893,18th Street nearby,4,5.8,0.8
500030391,Stanyan Street nearby,500030331,17th Street nearby,5,1.0,1.0
500026380,Market Street nearby,500036825,Portola Drive nearby,5,1.0,1.0
500028637,18th Street nearby,500011970,16th Street nearby,5,2.0,1.0
500010142,Guerrero Street nearby,500006345,Mission Street nearby,5,1.0,1.0
500037602,Market Street nearby,500027651,Castro Street nearby,3,10.8,1.0
500028859,Clayton Street nearby,500030863,17th Street nearby,5,2.0,1.0
500026149,18th Street nearby,500028844,Clayton Street nearby,5,1.0,1.0
500027211,Frederick Street nearby,500030914,Clarendon Avenue nearby,2,11.8,1.0
500006218,Guerrero Street nearby,500045042,Guerrero Street nearby,5,1.0,1.0
500071895,Market Street nearby,500014227,Webster Street nearby,5,2.0,1.0
500028041,Ashbury Street nearby,500070679,17th Street nearby,5,1.0,1.0
500028437,Castro Street nearby,500011613,17th Street nearby,1,14.6,0.8
500027770,Stanyan Street nearby,500030393,Stanyan Street nearby,5,1.0,1.0
500011038,18th Street nearby,500011333,18th Street nearby,4,4.6,1.0
500029528,14th Street nearby,500001414,14th Street nearby,5,2.0,1.0
500029199,14th Street nearby,500013841,14th Street nearby,5,2.8,1.0
500025806,18th Street nearby,500036164,Clayton Street nearby,5,2.0,1.0
500011623,17th Street nearby,500073318,Valencia Street nearby,5,1.0,1.0
500036201,Market Street nearby,500027313,18th Street nearby,5,1.0,1.0
500007550,Guerrero Street nearby,500010165,Guerrero Street nearby,5,1.0,1.0
500028724,18th Street nearby,500007939,18th Street nearby,5,1.0,1.0
500030317,17th Street nearby,500070639,Clayton Street nearby,5,1.0,1.0
500026240,Haight Street nearby,500055964,Oak Street nearby,5,1.0,1.0
500027281,Portola Drive nearby,500031882,Twin Peaks Boulevard nearby,3,6.6,1.0
500013736,Market Street nearby,500012844,Market Street nearby,5,2.0,1.0
500015057,Webster Street nearby,500014311,Webster Street nearby,5,1.0,1.0
500037752,Twin Peaks Boulevard nearby,500037282,Twin Peaks Boulevard nearby,5,2.0,1.0
500073318,Valencia Street nearby,500013410,Mission Street nearby,5,1.0,1.0
500028960,Ashbury Street nearby,500028926,Roosevelt Way nearby,5,1.0,1.0
500026152,18th Street nearby,500027387,Portola Drive nearby,5,1.0,1.0
500031700,Panorama Drive nearby,500031648,Panorama Drive nearby,5,2.0,1.0
500029466,17th Street nearby,500028614,18th Street nearby,4,4.6,1.0
500029274,14th Street nearby,500029470,17th Street nearby,5,1.0,1.0
500008175,Dolores Street nearby,500007536,Guerrero Street nearby,5,1.0,1.0
500033266,Castro Street nearby,500013838,14th Street nearby,5,1.0,1.0
500007549,Guerrero Street nearby,500048464,Guerrero Street nearby,5,2.0,1.0
500036297,Market Street nearby,500031849,Panorama Drive nearby,1,14.0,0.8
500036179,Market Street nearby,500036341,Market Street nearby,5,1.0,1.0
500025895,18th Street nearby,500025790,18th Street nearby,5,2.4,1.0
