start_id,start_name,des_id,des_name,success_time,average_step,completion
500039434,Eccleston Square nearby,500039777,Sicily,5,1.0,1.0
500026685,St Georges House,500045390,Harley Street nearby,2,9.8,0.8
500019037,Long Acre nearby,500015894,High Holborn nearby,1,14.4,1.0
500026913,Jermyn Street nearby,500033126,St. James's Street nearby,5,2.0,1.0
500023296,The Comedy Pub,500041670,Regent Street nearby,5,1.0,1.0
500043586,South Audley Street nearby,500010781,"Third Church of Christ, Scientist, London",5,1.0,1.0
500027082,South Audley Street nearby,500027025,Curzon Street nearby,5,1.0,1.0
500039522,Warwick Way nearby,500024398,Belgrave Road nearby,5,1.0,1.0
500025737,Warwick Way nearby,500034886,Ashley Mansions,5,1.0,1.0
500044330,Knightsbridge nearby,500044250,Brompton Road nearby,5,2.0,1.0
500021240,Conduit Street nearby,500041920,Regent Street nearby,5,1.0,1.0
500042826,Grosvenor Square nearby,500042902,Grosvenor Square nearby,5,1.0,1.0
500082955,Albert Hall Mansions (1-30),500040515,Sloane Street nearby,5,2.0,1.0
500026426,Wardour Street nearby,500036465,Design Studio,5,1.0,1.0
500083365,Wyndham House,500044163,Brompton Road nearby,3,8.4,1.0
500036194,Jermyn Street nearby,500029408,Shaftesbury Avenue nearby,5,1.0,1.0
500021240,Conduit Street nearby,500041908,Regent Street nearby,5,1.0,1.0
500033549,Great Russell Street nearby,500013573,Goodge Street nearby,2,10.8,0.8
500021316,Maddox Street nearby,500029092,Mount Street nearby,1,12.6,1.0
500039522,Warwick Way nearby,500034810,Belgrave Road nearby,5,1.0,1.0
500000097,Golden Square,500015905,Haymarket nearby,5,2.0,1.0
500057073,Brompton Road nearby,500012208,Deutsche Evangelische Christuskirche,5,2.0,1.0
500082833,Moore Flats,500042902,Grosvenor Square nearby,5,1.0,1.0
500044562,Cromwell Road nearby,500044486,Kingston House South 1-32,2,10.6,0.8
500016465,New Oxford Street nearby,500030706,St. Martin's Lane nearby,2,11.0,0.8
500023343,Albert Embankment nearby,500012891,Millbank nearby,1,12.8,0.8459697257590711
500047067,Seymour Place nearby,500022569,Wigmore Street nearby,2,13.4,0.8
500016303,Wardour Street nearby,500041523,Shaftesbury Avenue nearby,5,1.0,1.0
500056956,Thurloe Place nearby,500012831,Knightsbridge nearby,5,6.0,1.0
500024291,Edgware Road nearby,500047035,Old Marylebone Road nearby,5,1.0,1.0
500038210,Victoria Street nearby,500039030,Rochester Row nearby,5,1.0,1.0
500018806,Wardour Street nearby,500025812,Regent Street nearby,5,1.0,1.0
500021246,Conduit Street nearby,500036190,Jermyn Street nearby,5,4.4,1.0
500043364,Park Lane nearby,500042751,Grosvenor Street nearby,5,2.0,1.0
500014717,Buckingham Gate nearby,500015112,Grosvenor Gardens nearby,5,4.8,1.0
500022010,Berkeley Square nearby,500027093,Mount Street nearby,5,1.0,1.0
500016826,Strand nearby,500009005,Wagamama,5,1.0,1.0
500021833,The Kabbalah Centre,500042747,Colefax Group plc,5,1.0,1.0
500080069,Haymarket nearby,500010787,Foyles,5,1.0,1.0
500000200,Lennox Gardens,500044254,Brompton Road nearby,5,1.0,1.0
500058537,Piccadilly nearby,500036460,Regent Street nearby,3,10.6,1.0
500016295,St James's Residences,500025888,Wardour Street nearby,5,1.0,1.0
500042440,Atkinsons Building,500043829,Curzon Street nearby,5,1.0,1.0
500040078,Pimlico Road nearby,500039107,St George's Drive nearby,5,1.0,1.0
500027087,Berkeley Square nearby,500042708,Grosvenor Street nearby,5,1.0,1.0
500071830,New Bond Street nearby,500013463,Conduit Street nearby,3,7.2,1.0
500017898,Chancery Lane nearby,500042939,Chancery Lane nearby,5,1.0,1.0
500012110,London Coliseum,500025896,Pathe Building,5,1.0,1.0
500012670,Wimpole Street nearby,500014400,Thayer Street nearby,5,1.0,1.0
500030664,Strand nearby,500018122,Shaftesbury Avenue nearby,1,12.8,0.8190418258311364
500057068,Brompton Road nearby,500024947,More House School,5,1.0,1.0
